"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","ADPT","ADPT_ATTRIBUTES","ASLP","ASLP_ATTRIBUTES","ASTP","ASTP_ATTRIBUTES","AWBT","AWBT_ATTRIBUTES","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","RHAV","RHAV_ATTRIBUTES","RHMN","RHMN_ATTRIBUTES","RHMX","RHMX_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES"
"USW00013975","1948-11","36.29659","-99.76865","665.9","GAGE AIRPORT, OK US","","","","","","","","","","","1056.1","0","0.0",",0","6",",0","2",",0","2",",0","4",",0","2",",0","0",",0","21",",0","1",",0","3",",0","0",",0","2","","","","19481128",",,0","19481128","+,,0","19481127",",,0","1","","19481101",",,0","19481117","+,,0","-6.7",",0,28,","76",",,0,28,+","76",",,0,27,","32.5",",,0,01,","22.2",",0,17,+","501.0","0","371.4",",0","65.1",",,,0","","","","","","","147",",,,0","5.95",",0","12.53",",,,0","-0.63",",,,0","","","","","","","","","",""
"USW00013975","1948-12","36.29659","-99.76865","665.9","GAGE AIRPORT, OK US","","","","","","","","","","","1056.1","0","0.0",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","27",",0","1",",0","3",",0","0",",0","3","","","","19481230",",,0","19481231","+,,0","19481225",",,0","","","19481224","+,,0","19481213",",,0","-11.1",",0,30,","0",",,0,31,+","0",",T,0,25,","0.3",",,0,24,+","23.9",",0,13,","945.8","0","444.8",",0","0.6",",,,0","","","","","","","0",",T,,0","3.98",",0","10.93",",,,0","-2.96",",,,0","","","","","","","","","",""
"USW00013975","1949-01","36.29659","-99.76865","665.9","GAGE AIRPORT, OK US","","","","","","","","","","","0.0","0","0.0",",0","13",",0","6",",0","0",",0","19",",0","8",",0","2",",0","28",",0","14",",0","0",",0","0",",0","11","","","","19490130",",,0","19490131","+,,0","19490118",",,0","","","19490110",",,0","19490108",",,0","-21.7",",0,30,","127",",,0,31,+","61",",,0,18,","16.3",",,0,10,","20.0",",0,08,","1618.1","0","672.3",",0","67.7",",,,0","","","","","","","340",",,,0","-3.35",",0","2.60",",,,0","-9.31",",,,0","","","","","","","","","",""
"USW00013975","1949-02","36.29659","-99.76865","665.9","GAGE AIRPORT, OK US","","","","","","","","","","","0.0","0","0.0",",0","6",",0","2",",0","1",",0","4",",0","0",",0","0",",0","20",",0","3",",0","0",",0","0",",0","11","","","","19490213",",,0","19490202","+,,0","19490228",",,0","","","19490226",",,0","19490218",",,0","-11.7",",0,13,","76",",,0,02,+","20",",,0,28,","27.4",",,0,26,","20.0",",0,18,","2050.9","0","432.8",",0","37.1",",,,0","","","","","","","28",",,,0","2.88",",0","8.40",",,,0","-2.64",",,,0","","","","","","","","","",""
"USW00013975","1949-03","36.29659","-99.76865","665.9","GAGE AIRPORT, OK US","","","","","","","","","","","0.0","0","0.0",",0","5",",0","3",",0","1",",0","0",",0","0",",0","0",",0","14",",0","0",",0","5",",0","0",",0","10","","","","19490315",",,0","19490331","+,,0","19490309",",,0","3","","19490325",",,0","19490328",",,0","-6.7",",0,15,","0",",,0,31,+","20",",,0,09,","29.0",",,0,25,","25.0",",0,28,","2379.2","0","328.3",",0","50.2",",,,0","","","","","","","33",",,,0","7.74",",0","14.68",",,,0","0.80",",,,0","","","","","","","","","",""
"USW00013975","1949-04","36.29659","-99.76865","665.9","GAGE AIRPORT, OK US","","","","","","","","","","","11.4","0","11.4",",0","6",",0","2",",0","0",",0","0",",0","1",",0","0",",0","4",",0","0",",0","16",",0","0",",0","2","","","","19490401",",,0","19490402","+,,0","19490401",",,0","2","","19490426",",,0","19490424","+,,0","-2.8",",0,01,","0",",T,0,02,+","28",",,0,01,","7.6",",,0,26,","31.1",",0,24,+","2531.6","0","152.4",",0","15.2",",,,0","","","","","","","33",",,,0","13.63",",0","20.77",",,,0","6.50",",,,0","","","","","","","","","",""
"USW00013975","1949-05","36.29659","-99.76865","665.9","GAGE AIRPORT, OK US","","","","","","","","","","","69.3","0","57.9",",0","15",",0","12",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","2",",0","4","","","","19490510",",,0","19490531","+,,0","19490520",",,0","14","","19490518",",,0","19490530",",,0","6.7",",0,10,","0",",,0,31,+","0",",T,0,20,","42.7",",,0,18,","34.4",",0,30,","2555.5","0","23.9",",0","185.2",",,,0","","","","","","","0",",T,,0","19.43",",0","26.15",",,,0","12.72",",,,0","","","","","","","","","",""
"USW00013975","1949-06","36.29659","-99.76865","665.9","GAGE AIRPORT, OK US","","","","","","","","","","","253.5","0","184.2",",0","9",",0","8",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","14",",0","","","","","19490615",",,0","19490630","+,,0","19490603",",,0","12","","19490603",",,0","19490620",",,0","11.7",",0,15,","0",",,0,30,+","0",",T,0,03,","22.9",",,0,03,","37.2",",0,20,","2555.5","0","0.0",",0","89.9",",,,0","","","","","","","0",",T,,0","24.47",",0","31.03",",,,0","17.91",",,,0","","","","","","","","","",""
"USW00013975","1949-07","36.29659","-99.76865","665.9","GAGE AIRPORT, OK US","","","","","","","","","","","531.8","0","278.3",",0","7",",0","6",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","24",",0","3","","","","19490731","+,,0","19490731","+,,0","19490731","+,,0","13","","19490709",",,0","19490707",",,0","17.2",",0,31,+","0",",,0,31,+","0",",,0,31,+","21.6",",,0,09,","38.3",",0,07,","0.0","0","0.0",",0","61.8",",,,0","","","","","","","0",",,,0","27.31",",0","33.85",",,,0","20.77",",,,0","","","","","","","","","",""
"USW00013975","1949-08","36.29659","-99.76865","665.9","GAGE AIRPORT, OK US","","","","","","","","","","","747.2","0","215.4",",0","8",",0","6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","19",",0","","","","","19490802",",,0","19490831","+,,0","19490813",",,0","7","","19490831",",,0","19490813",",,0","13.9",",0,02,","0",",,0,31,+","0",",T,0,13,","33.3",",,0,31,","38.3",",0,13,","0.0","0","0.0",",0","75.0",",,,0","","","","","","","0",",T,,0","25.28",",0","32.45",",,,0","18.11",",,,0","","","","","","","","","",""
"USW00013975","1949-09","36.29659","-99.76865","665.9","GAGE AIRPORT, OK US","","","","","","","","","","","835.7","0","88.5",",0","6",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","6",",0","6","","","","19490929",",,0","19490930","+,,0","19490930","+,,0","3","","19490902",",,0","19490912",",,0","3.9",",0,29,","0",",,0,30,+","0",",,0,30,+","9.1",",,0,02,","35.6",",0,12,","21.9","0","21.9",",0","19.3",",,,0","","","","","","","0",",,,0","20.55",",0","27.93",",,,0","13.18",",,,0","","","","","","","","","",""
"USW00013975","1949-10","36.29659","-99.76865","665.9","GAGE AIRPORT, OK US","","","","","","","","","","","881.1","0","45.4",",0","5",",0","4",",0","1",",0","0",",0","0",",0","0",",0","4",",0","0",",0","20",",0","3",",0","2","","","","19491031",",,0","19491031","+,,0","19491031","+,,0","2","","19491009",",,0","19491007",",,0","-2.8",",0,31,","0",",,0,31,+","0",",,0,31,+","32.0",",,0,09,","33.9",",0,07,","143.9","0","122.0",",0","49.9",",,,0","","","","","","","0",",,,0","15.86",",0","23.48",",,,0","8.25",",,,0","","","","","","","","","",""
"USW00013975","1949-11","36.29659","-99.76865","665.9","GAGE AIRPORT, OK US","","","","","","","","","","","881.1","0","0.0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","15",",0","0",",0","17",",0","0",",0","","","","","19491121",",,0","19491130","+,,0","19491130","+,,0","","","19491112","+,,0","19491110",",,0","-7.2",",0,21,","0",",,0,30,+","0",",,0,30,+","0.0",",T,0,12,+","27.2",",0,10,","367.6","0","223.7",",0","0.0",",T,,0","","","","","","","0",",,,0","10.88",",0","21.00",",,,0","0.75",",,,0","","","","","","","","","",""
"USW00013975","1949-12","36.29659","-99.76865","665.9","GAGE AIRPORT, OK US","","","","","","","","","","","881.1","0","0.0",",0","5",",0","1",",0","0",",0","4",",0","1",",0","0",",0","26",",0","2",",0","0",",0","0",",0","6","","","","19491214","+,,0","19491222","+,,0","19491221",",,0","2","","19491221",",,0","19491219",",,0","-13.3",",0,14,+","76",",,0,22,+","86",",,0,21,","23.9",",,0,21,","20.6",",0,19,","843.0","0","475.4",",0","27.5",",,,0","","","","","","","86",",,,0","3.00",",0","10.60",",,,0","-4.60",",,,0","","","","","","","","","",""
"USW00013975","1950-01","36.29659","-99.76865","665.9","GAGE AIRPORT, OK US","","","","","","","","","","","0.0","0","0.0",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","25",",0","7",",0","4",",0","0",",0","4","","","","19500104",",,0","19500103",",,0","19500125","+,,0","","","19500112",",,0","19500124",",,0","-16.7",",0,04,","0",",T,0,03,","0",",T,0,25,+","1.3",",,0,12,","28.9",",0,24,","1351.3","0","508.3",",0","1.9",",,,0","","","","","","","0",",T,,0","1.94",",0","10.57",",,,0","-6.70",",,,0","","","","","","","","","",""
"USW00013975","1950-02","36.29659","-99.76865","665.9","GAGE AIRPORT, OK US","","","","","","","","","","","0.0","0","0.0",",0","3",",0","2",",0","0",",0","0",",0","0",",0","0",",0","21",",0","1",",0","5",",0","0",",0","7","","","","19500201",",,0","19500228","+,,0","19500213","+,,0","2","","19500212",",,0","19500223","+,,0","-12.8",",0,01,","0",",,0,28,+","0",",T,0,13,+","8.1",",,0,12,","23.9",",0,23,+","1688.2","0","336.9",",0","10.9",",,,0","","","","","","","0",",T,,0","6.30",",0","15.43",",,,0","-2.82",",,,0","","","","","","","","","",""
"USW00013975","1950-03","36.29659","-99.76865","665.9","GAGE AIRPORT, OK US","","","","","","","","","","","3.3","0","3.3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","23",",0","1",",0","9",",0","1",",0","3","","","","19500313",",,0","19500331","+,,0","19500318","+,,0","","","19500318","+,,0","19500325",",,0","-13.9",",0,13,","0",",,0,31,+","0",",T,0,18,+","0.0",",T,0,18,+","32.2",",0,25,","2027.6","0","339.4",",0","0.0",",T,,0","","","","","","","0",",T,,0","7.49",",0","16.57",",,,0","-1.59",",,,0","","","","","","","","","",""
"USW00013975","1950-04","36.29659","-99.76865","665.9","GAGE AIRPORT, OK US","","","","","","","","","","","31.7","0","28.4",",0","4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","5",",0","0",",0","14",",0","5",",0","4","","","","19500405",",,0","19500430","+,,0","19500406",",,0","2","","19500416",",,0","19500422",",,0","-3.3",",0,05,","0",",,0,30,+","0",",T,0,06,","6.6",",,0,16,","35.0",",0,22,","2195.0","0","167.4",",0","8.5",",,,0","","","","","","","0",",T,,0","13.70",",0","21.66",",,,0","5.74",",,,0","","","","","","","","","",""
"USW00013975","1950-05","36.29659","-99.76865","665.9","GAGE AIRPORT, OK US","","","","","","","","","","","95.3","0","63.6",",0","9",",0","7",",0","3",",0","0",",0","0","1,0","0",",0","0",",0","0",",0","27",",0","6",",0","2","","","","19500501",",,0","19500531","+,,0","19500507",",1,0","11","","19500507",",,0","19500503",",,0","2.2",",0,01,","0",",,0,31,+","0","1,T,0,07,","125.5",",,0,07,","36.7",",0,03,","2234.7","0","39.7",",0","258.8",",,,0","","","","","","","0","1,T,,0","19.10",",0","26.69",",,,0","11.52",",,,0","","","","","","","","","",""
"USW00013975","1950-06","36.29659","-99.76865","665.9","GAGE AIRPORT, OK US","","","","","","","","","","","301.4","0","206.1",",0","10",",0","6",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","18",",0","","","","","19500604",",,0","19500630","+,,0","19500630","+,,0","11","","19500610",",,0","19500625",",,0","9.4",",0,04,","0",",,0,30,+","0",",,0,30,+","22.9",",,0,10,","40.6",",0,25,","2238.1","0","3.4",",0","78.6",",,,0","","","","","","","0",",,,0","25.09",",0","32.24",",,,0","17.94",",,,0","","","","","","","","","",""
"USW00013975","1950-07","36.29659","-99.76865","665.9","GAGE AIRPORT, OK US","","","","","","","","","","","474.5","0","173.1",",0","15",",0","12",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","9",",0","6","","","","19500714",",,0","19500731","+,,0","19500709",",,0","17","","19500718",",,0","19500709",",,0","11.7",",0,14,","0",",,0,31,+","0",",T,0,09,","101.1",",,0,18,","35.0",",0,09,","0.0","0","0.0",",0","314.7",",,,0","","","","","","","0",",T,,0","23.92",",0","29.79",",,,0","18.05",",,,0","","","","","","","","","",""
"USW00013975","1950-08","36.29659","-99.76865","665.9","GAGE AIRPORT, OK US","","","","","","","","","","","659.6","0","185.1",",0","12",",0","7",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","16",",0","4","","","","19500820",",,0","19500831","+,,0","19500831","+,,0","16","","19500826",",,0","19500813","+,,0","8.9",",0,20,","0",",,0,31,+","0",",,0,31,+","35.3",",,0,26,","35.6",",0,13,+","7.5","0","7.5",",0","74.2",",,,0","","","","","","","0",",,,0","24.06",",0","30.74",",,,0","17.39",",,,0","","","","","","","","","",""
"USW00013975","1950-09","36.29659","-99.76865","665.9","GAGE AIRPORT, OK US","","","","","","","","","","","732.9","0","73.3",",0","10",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","26",",0","1",",0","9","","","","19500924","+,,0","19500930","+,,0","19500930","+,,0","7","","19500904",",,0","19500920",",,0","8.9",",0,24,+","0",",,0,30,+","0",",,0,30,+","15.2",",,0,04,","32.2",",0,20,","22.2","0","14.7",",0","37.6",",,,0","","","","","","","0",",,,0","20.28",",0","26.43",",,,0","14.14",",,,0","","","","","","","","","",""
"USW00013975","1950-10","36.29659","-99.76865","665.9","GAGE AIRPORT, OK US","","","","","","","","","","","784.8","0","51.9",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","5",",0","","","","","19501023",",,0","19501031","+,,0","19501031","+,,0","","","19501001",",,0","19501014",",,0","2.2",",0,23,","0",",,0,31,+","0",",,0,31,+","0.3",",,0,01,","35.0",",0,14,","66.9","0","44.7",",0","0.3",",,,0","","","","","","","0",",,,0","18.56",",0","27.55",",,,0","9.58",",,,0","","","","","","","","","",""
"USW00013975","1950-11","36.29659","-99.76865","665.9","GAGE AIRPORT, OK US","","","","","","","","","","","784.8","0","0.0",",0","1",",0","1",",0","0",",0","0",",0","0",",0","0",",0","19",",0","0",",0","6",",0","0",",0","","","","","19501124",",,0","19501130","+,,0","19501130","+,,0","","","19501102",",,0","19501105",",,0","-13.3",",0,24,","0",",,0,30,+","0",",,0,30,+","4.8",",,0,02,","28.9",",0,05,","432.7","0","365.8",",0","4.8",",,,0","","","","","","","0",",,,0","6.14",",0","15.43",",,,0","-3.15",",,,0","","","","","","","","","",""
"USW00013975","1950-12","36.29659","-99.76865","665.9","GAGE AIRPORT, OK US","","","","","","","","","","","784.8","0","0.0",",0","1",",0","0",",0","0",",0","0",",0","0",",0","2",",0","29",",0","2",",0","1",",0","0",",0","1","","","","19501207",",,0","19501231","+,,0","19501205",",,0","","","19501205",",,0","19501225",",,0","-19.4",",0,07,","0",",,0,31,+","0",",T,0,05,","0.3",",,0,05,","24.4",",0,25,","922.3","0","489.6",",0","0.3",",,,0","","","","","","","0",",T,,0","2.54",",0","12.29",",,,0","-7.21",",,,0","","","","","","","","","",""
"USW00013975","1951-01","36.29659","-99.76865","665.9","GAGE AIRPORT, OK US","","","","","","","","","","","0.0","0","0.0","1,0","4",",0","4",",0","0",",0","2",",0","3",",0","2",",0","29",",0","5","1,0","3","1,0","0","1,0","2","","","","19510131",",,0","19510102",",,0","19510102",",,0","1","","19510102",",,0","19510126",",1,0","-20.0",",0,31,","51",",,0,02,","76",",,0,02,","12.4",",,0,02,","27.2","1,0,26,","1437.1","0","514.8","1,0","28.9",",,,0","","","","","","","142",",,,0","1.08","1,0","8.81","1,,,0","-6.65",",,,0","","","","","","","","","",""
"USW00013975","1951-02","36.29659","-99.76865","665.9","GAGE AIRPORT, OK US","","","","","","","","","","","0.0","0","0.0",",0","7",",0","1",",0","1",",0","3",",0","0",",0","2",",0","17",",0","4",",0","4",",0","0",",0","5","","","","19510201",",,0","19510215","+,,0","19510214","+,,0","4","","19510225",",,0","19510211",",,0","-25.6",",0,01,","25",",,0,15,+","13",",,0,14,+","29.2",",,0,25,","28.9",",0,11,","1818.8","0","381.7",",0","36.0",",,,0","","","","","","","26",",,,0","4.70",",0","13.35",",,,0","-3.95",",,,0","","","","","","","","","",""
"USW00013975","1951-03","36.29659","-99.76865","665.9","GAGE AIRPORT, OK US","","","","","","","","","","","0.0","0","0.0",",0","5",",0","2",",0","0",",0","1",",0","1",",0","0",",0","23",",0","0",",0","7",",0","0",",0","5","","","","19510313",",,0","19510328",",,0","19510328",",,0","1","","19510328",",,0","19510322",",,0","-8.9",",0,13,","25",",,0,28,","51",",,0,28,","7.4",",,0,28,","30.6",",0,22,","2178.5","0","359.7",",0","14.9",",,,0","","","","","","","51",",,,0","6.73",",0","15.27",",,,0","-1.81",",,,0","","","","","","","","","",""
"USW00013975","1951-04","36.29659","-99.76865","665.9","GAGE AIRPORT, OK US","","","","","","","","","","","22.2","0","22.2",",0","7",",0","4",",0","0",",0","0",",0","0",",0","0",",0","9",",0","0",",0","14",",0","2",",0","3","","","","19510413",",,0","19510430","+,,0","19510410","+,,0","6","","19510430",",,0","19510428","+,,0","-3.9",",0,13,","0",",,0,30,+","0",",T,0,10,+","15.5",",,0,30,","32.2",",0,28,+","2382.1","0","203.6",",0","43.2",",,,0","","","","","","","0",",T,,0","12.29",",0","19.94",",,,0","4.63",",,,0","","","","","","","","","",""
"USW00013975","1951-05","36.29659","-99.76865","665.9","GAGE AIRPORT, OK US","","","","","","","","","","","78.9","0","56.7",",0","9",",0","5",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","25",",0","2",",0","4","","","","19510511",",,0","19510531","+,,0","19510531","+,,0","12","","19510516",",,0","19510530",",,0","4.4",",0,11,","0",",,0,31,+","0",",,0,31,+","103.9",",,0,16,","35.0",",0,30,","2420.9","0","38.8",",0","201.0",",,,0","","","","","","","0",",,,0","18.91",",0","25.80",",,,0","12.02",",,,0","","","","","","","","","",""
"USW00013975","1951-06","36.29659","-99.76865","665.9","GAGE AIRPORT, OK US","","","","","","","","","","","214.2","0","135.3",",0","15",",0","9",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","8",",0","3","","","","19510604",",,0","19510630","+,,0","19510630","+,,0","18","","19510615",",,0","19510627","+,,0","7.8",",0,04,","0",",,0,30,+","0",",,0,30,+","22.4",",,0,15,","35.0",",0,27,+","2430.6","0","9.7",",0","125.6",",,,0","","","","","","","0",",,,0","22.52",",0","29.22",",,,0","15.82",",,,0","","","","","","","","","",""
"USW00013975","1951-07","36.29659","-99.76865","665.9","GAGE AIRPORT, OK US","","","","","","","","","","","517.2","0","303.0",",0","2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","25",",0","3","","","","19510701",",,0","19510731","+,,0","19510731","+,,0","8","","19510714",",,0","19510721",",,0","15.0",",0,01,","0",",,0,31,+","0",",,0,31,+","6.1",",,0,14,","41.1",",0,21,","0.0","0","0.0",",0","7.1",",,,0","","","","","","","0",",,,0","28.11",",0","35.15",",,,0","21.06",",,,0","","","","","","","","","",""
"USW00013975","1951-08","36.29659","-99.76865","665.9","GAGE AIRPORT, OK US","","","","","","","","","","","822.0","0","304.8",",0","10",",0","8",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","25",",0","1","","","","19510822",",,0","19510831","+,,0","19510831",",,0","9","","19510831",",,0","19510806",",,0","15.0",",0,22,","0",",,0,31,+","0",",T,0,31,","10.7",",,0,31,","42.8",",0,06,","0.0","0","0.0",",0","45.2",",,,0","","","","","","","0",",T,,0","28.16",",0","36.11",",,,0","20.22",",,,0","","","","","","","","","",""
"USW00013975","1951-09","36.29659","-99.76865","665.9","GAGE AIRPORT, OK US","","","","","","","","","","","917.0","0","95.0",",0","6",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","27",",0","7",",0","7","","","","19510922",",,0","19510930","+,,0","19510930","+,,0","6","","19510915",",,0","19510904",",,0","3.9",",0,22,","0",",,0,30,+","0",",,0,30,+","20.6",",,0,15,","37.8",",0,04,","30.3","0","30.3",",0","43.7",",,,0","","","","","","","0",",,,0","20.49",",0","27.96",",,,0","13.02",",,,0","","","","","","","","","",""
"USW00013975","1951-10","36.29659","-99.76865","665.9","GAGE AIRPORT, OK US","","","","","","","","","","","941.2","0","24.2",",0","11",",0","6",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","16",",0","3",",0","6","","","","19511031",",,0","19511031","+,,0","19511031","+,,0","7","","19511026",",,0","19511002","+,,0","-1.1",",0,31,","0",",,0,31,+","0",",T,0,31,+","20.3",",,0,26,","35.0",",0,02,+","180.1","0","149.8",",0","64.4",",,,0","","","","","","","0",",T,,0","14.28",",0","21.69",",,,0","6.87",",,,0","","","","","","","","","",""
"USW00013975","1951-11","36.29659","-99.76865","665.9","GAGE AIRPORT, OK US","","","","","","","","","","","941.2","0","0.0",",0","5",",0","1",",0","0",",0","2",",0","1",",0","0",",0","24",",0","3",",0","2",",0","0",",0","4","","","","19511118","+,,0","19511101",",,0","19511101",",,0","","","19511124",",,0","19511112",",,0","-11.1",",0,18,+","51",",,0,01,","66",",,0,01,","8.1",",,0,24,","23.9",",0,12,","588.0","0","407.9",",0","11.7",",,,0","","","","","","","94",",,,0","4.74",",0","12.24",",,,0","-2.77",",,,0","","","","","","","","","",""
"USW00013975","1951-12","36.29659","-99.76865","665.9","GAGE AIRPORT, OK US","","","","","","","","","","","941.2","0","0.0","1,0","1",",0","1",",0","0",",0","1",",0","1",",0","0",",0","29",",0","1","1,0","5","1,0","0","1,0","3","","","","19511221",",,0","19511208",",,0","19511208",",,0","","","19511208",",,0","19511202",",1,0","-16.1",",0,21,","25",",,0,08,","38",",,0,08,","3.0",",,0,08,","25.6","1,0,02,","1079.1","0","491.1","1,0","3.0",",,,0","","","","","","","38",",,,0","1.83","1,0","10.57","1,,,0","-6.92",",,,0","","","","","","","","","",""
"USW00013975","1952-01","36.29659","-99.76865","665.9","GAGE AIRPORT, OK US","","","","","","","","","","","0.0","0","0.0",",0","2",",0","1",",0","0",",0","2",",0","1",",0","0",",0","22",",0","3",",0","4",",0","0",",0","4","","","","19520123",",,0","19520103","+,,0","19520102",",,0","","","19520102",",,0","19520125",",,0","-13.9",",0,23,","25",",,0,03,+","25",",,0,02,","4.3",",,0,02,","26.7",",0,25,","1519.2","0","440.1",",0","6.1",",,,0","","","","","","","40",",,,0","4.14",",0","12.09",",,,0","-3.82",",,,0","","","","","","","","","",""
"USW00013975","1952-02","36.29659","-99.76865","665.9","GAGE AIRPORT, OK US","","","","","","","","","","","0.0","0","0.0",",0","6",",0","2",",0","0",",0","2",",0","2",",0","0",",0","23",",0","1",",0","3",",0","0",",0","8","","","","19520226",",,0","19520225","+,,0","19520224",",,0","1","","19520224",",,0","19520218","+,,0","-9.4",",0,26,","25",",,0,25,+","76",",,0,24,","5.8",",,0,24,","22.2",",0,18,+","1906.1","0","386.9",",0","13.5",",,,0","","","","","","","127",",,,0","4.99",",0","12.97",",,,0","-2.98",",,,0","","","","","","","","","",""
"USW00013975","1952-03","36.29659","-99.76865","665.9","GAGE AIRPORT, OK US","","","","","","","","","","","2.5","0","2.5",",0","8",",0","3",",0","0",",0","2",",0","2",",0","0",",0","20",",0","1",",0","6",",0","0",",0","7","","","","19520304",",,0","19520310",",,0","19520310",",,0","2","","19520310",",,0","19520330",",,0","-12.2",",0,04,","152",",,0,10,","183",",,0,10,","10.9",",,0,10,","29.4",",0,30,","2269.4","0","363.3",",0","27.6",",,,0","","","","","","","290",",,,0","6.69",",0","13.96",",,,0","-0.58",",,,0","","","","","","","","","",""
"USW00013975","1952-04","36.29659","-99.76865","665.9","GAGE AIRPORT, OK US","","","","","","","","","","","5.5","0","3.0",",0","12",",0","8",",0","0",",0","0",",0","0",",0","0",",0","6",",0","0",",0","15",",0","1",",0","5","","","","19520410",",,0","19520430","+,,0","19520411","+,,0","8","","19520417",",,0","19520407",",,0","-6.7",",0,10,","0",",,0,30,+","0",",T,0,11,+","20.6",",,0,17,","32.2",",0,07,","2458.8","0","189.4",",0","93.0",",,,0","","","","","","","0",",T,,0","12.12",",0","19.84",",,,0","4.40",",,,0","","","","","","","","","",""
"USW00013975","1952-05","36.29659","-99.76865","665.9","GAGE AIRPORT, OK US","","","","","","","","","","","71.3","0","65.8",",0","9",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","26",",0","9",",0","2","","","","19520511",",,0","19520531","+,,0","19520531","+,,0","7","","19520523",",,0","19520515",",,0","1.7",",0,11,","0",",,0,31,+","0",",,0,31,+","18.8",",,0,23,","37.2",",0,15,","2507.6","0","48.8",",0","40.4",",,,0","","","","","","","0",",,,0","18.88",",0","26.66",",,,0","11.10",",,,0","","","","","","","","","",""
"USW00013975","1952-06","36.29659","-99.76865","665.9","GAGE AIRPORT, OK US","","","","","","","","","","","374.9","0","303.6",",0","3",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","27",",0","2","","","","19520617",",,0","19520630","+,,0","19520630","+,,0","6","","19520619",",,0","19520618",",,0","11.1",",0,17,","0",",,0,30,+","0",",,0,30,+","25.1",",,0,19,","40.6",",0,18,","2507.6","0","0.0",",0","31.2",",,,0","","","","","","","0",",,,0","28.45",",0","36.05",",,,0","20.85",",,,0","","","","","","","","","",""
"USW00013975","1952-07","36.29659","-99.76865","665.9","GAGE AIRPORT, OK US","","","","","","","","","","","652.2","0","277.3",",0","9",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","25",",0","","","","","19520709",",,0","19520731","+,,0","19520731","+,,0","9","","19520718",",,0","19520728",",,0","8.9",",0,09,","0",",,0,31,+","0",",,0,31,+","22.9",",,0,18,","40.0",",0,28,","0.0","0","0.0",",0","49.0",",,,0","","","","","","","0",",,,0","27.28",",0","35.20",",,,0","19.35",",,,0","","","","","","","","","",""
