"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","ADPT","ADPT_ATTRIBUTES","ASLP","ASLP_ATTRIBUTES","ASTP","ASTP_ATTRIBUTES","AWBT","AWBT_ATTRIBUTES","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","RHAV","RHAV_ATTRIBUTES","RHMN","RHMN_ATTRIBUTES","RHMX","RHMX_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES"
"USW00013985","1909-04","37.77105","-99.96915","785.6","DODGE CITY REGIONAL AIRPORT, KS US","","","","","","","","","","","","","","","1","2,6","0","2,6","0","2,6","","","","","","","","","","","","","","","","","","","","","","","","","","","19090422",",2,6","","","","","","","","","0.5","2,,6,22,","","","","","","","0.5","2,,,6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00013985","1909-05","37.77105","-99.96915","785.6","DODGE CITY REGIONAL AIRPORT, KS US","","","","","","","","","","","","","","","7",",6","4",",6","1",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","19090525",",,6","","","","","","","","","30.7",",,6,25,","","","","","","","63.7",",,,6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00013985","1909-06","37.77105","-99.96915","785.6","DODGE CITY REGIONAL AIRPORT, KS US","","","","","","","","","","","","","","","13",",6","6",",6","1",",6","","","","","","","","","","","","","","","1","","","","","","","","","","","","19090611",",,6","","","","","","","","","36.1",",,6,11,","","","","","","","82.0",",,,6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00013985","1909-07","37.77105","-99.96915","785.6","DODGE CITY REGIONAL AIRPORT, KS US","","","","","","","","","","","","","","","8",",6","6",",6","0",",6","","","","","","","","","","","","","","","1","","","","","","","","","","","","19090714",",,6","","","","","","","","","23.4",",,6,14,","","","","","","","74.5",",,,6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00013985","1909-08","37.77105","-99.96915","785.6","DODGE CITY REGIONAL AIRPORT, KS US","","","","","","","","","","","","","","","6",",6","3",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","19090802",",,6","","","","","","","","","22.9",",,6,02,","","","","","","","31.8",",,,6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00013985","1910-04","37.77105","-99.96915","785.6","DODGE CITY REGIONAL AIRPORT, KS US","","","","","","","","","","","","","","","5",",6","2",",6","0",",6","","","","","","","","","","","","","","","1","","","","","","","","","","","","19100414",",,6","","","","","","","","","12.7",",,6,14,","","","","","","","23.6",",,,6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00013985","1910-05","37.77105","-99.96915","785.6","DODGE CITY REGIONAL AIRPORT, KS US","","","","","","","","","","","","","","","12",",6","5",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","19100516",",,6","","","","","","","","","7.4",",,6,16,","","","","","","","29.9",",,,6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00013985","1910-06","37.77105","-99.96915","785.6","DODGE CITY REGIONAL AIRPORT, KS US","","","","","","","","","","","","","","","5",",6","3",",6","1",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","19100626",",,6","","","","","","","","","31.0",",,6,26,","","","","","","","57.5",",,,6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00013985","1910-07","37.77105","-99.96915","785.6","DODGE CITY REGIONAL AIRPORT, KS US","","","","","","","","","","","","","","","8",",6","3",",6","1",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","19100712",",,6","","","","","","","","","34.8",",,6,12,","","","","","","","47.6",",,,6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00013985","1910-08","37.77105","-99.96915","785.6","DODGE CITY REGIONAL AIRPORT, KS US","","","","","","","","","","","","","","","12",",6","8",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","19100818",",,6","","","","","","","","","14.7",",,6,18,","","","","","","","64.8",",,,6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00013985","1911-04","37.77105","-99.96915","785.6","DODGE CITY REGIONAL AIRPORT, KS US","","","","","","","","","","","","","","","5",",6","3",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","19110403",",,6","","","","","","","","","13.2",",,6,03,","","","","","","","25.7",",,,6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00013985","1911-05","37.77105","-99.96915","785.6","DODGE CITY REGIONAL AIRPORT, KS US","","","","","","","","","","","","","","","13",",6","6",",6","1",",6","","","0",",6","","","","","","","","","","","2","","","","","","","","19110531","+,,6","","","19110528",",,6","","","","","","","0",",,6,31,+","38.6",",,6,28,","","","","","","","93.0",",,,6","","","","","","","","","0",",,,6","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00013985","1911-06","37.77105","-99.96915","785.6","DODGE CITY REGIONAL AIRPORT, KS US","","","","","","","","","","","","","","","4",",6","2",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","19110628",",,6","","","","","","","","","15.2",",,6,28,","","","","","","","23.6",",,,6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00013985","1911-07","37.77105","-99.96915","785.6","DODGE CITY REGIONAL AIRPORT, KS US","","","","","","","","","","","","","","","10",",6","5",",6","3",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","19110718",",,6","","","","","","","","","88.9",",,6,18,","","","","","","","185.4",",,,6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00013985","1911-08","37.77105","-99.96915","785.6","DODGE CITY REGIONAL AIRPORT, KS US","","","","","","","","","","","","","","","7",",6","6",",6","0",",6","","","","","","","","","","","","","","","1","","","","","","","","","","","","19110805",",,6","","","","","","","","","22.1",",,6,05,","","","","","","","56.1",",,,6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00013985","1912-04","37.77105","-99.96915","785.6","DODGE CITY REGIONAL AIRPORT, KS US","","","","","","","","","","","","","","","6",",6","3",",6","0",",6","","","","","","","","","","","","","","","1","","","","","","","","","","","","19120429",",,6","","","","","","","","","21.8",",,6,29,","","","","","","","44.0",",,,6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00013985","1912-05","37.77105","-99.96915","785.6","DODGE CITY REGIONAL AIRPORT, KS US","","","","","","","","","","","","","","","7",",6","2",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","19120504",",,6","","","","","","","","","5.8",",,6,04,","","","","","","","15.5",",,,6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00013985","1912-06","37.77105","-99.96915","785.6","DODGE CITY REGIONAL AIRPORT, KS US","","","","","","","","","","","","","","","15",",6","11",",6","3",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","19120612",",,6","","","","","","","","","69.3",",,6,12,","","","","","","","227.9",",,,6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00013985","1912-07","37.77105","-99.96915","785.6","DODGE CITY REGIONAL AIRPORT, KS US","","","","","","","","","","","","","","","9",",6","4",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","19120731",",,6","","","","","","","","","5.6",",,6,31,","","","","","","","22.4",",,,6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00013985","1912-08","37.77105","-99.96915","785.6","DODGE CITY REGIONAL AIRPORT, KS US","","","","","","","","","","","","","","","8",",6","7",",6","2",",6","","","","","","","","","","","","","","","1","","","","","","","","","","","","19120808",",,6","","","","","","","","","65.8",",,6,08,","","","","","","","147.3",",,,6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00013985","1912-11","37.77105","-99.96915","785.6","DODGE CITY REGIONAL AIRPORT, KS US","","","","","","","","","","","","","","","2","1,6","1","1,6","0","1,6","","","","","","","","","","","","","","","","","","","","","","","","","","","19121112",",1,6","","","","","","","","","5.3","1,,6,12,","","","","","","","6.6","1,,,6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00013985","1912-12","37.77105","-99.96915","785.6","DODGE CITY REGIONAL AIRPORT, KS US","","","","","","","","","","","","","","","0",",6","0",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","19121216","+,,6","","","","","","","","","0.0",",T,6,16,+","","","","","","","0.0",",T,,6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00013985","1913-01","37.77105","-99.96915","785.6","DODGE CITY REGIONAL AIRPORT, KS US","","","","","","","","","","","","","","","2",",6","1",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","19130107",",,6","","","","","","","","","5.6",",,6,07,","","","","","","","7.1",",,,6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00013985","1913-02","37.77105","-99.96915","785.6","DODGE CITY REGIONAL AIRPORT, KS US","","","","","","","","","","","","","","","7","2,6","1","2,6","0","2,6","","","","","","","","","","","","","","","","","","","","","","","","","","","19130223",",2,6","","","","","","","","","7.1","2,,6,23,","","","","","","","15.5","2,,,6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00013985","1913-07","37.77105","-99.96915","785.6","DODGE CITY REGIONAL AIRPORT, KS US","","","","","","","","","","","","","","","7",",6","4",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","19130720",",,6","","","","","","","","","6.6",",,6,20,","","","","","","","17.9",",,,6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00013985","1913-08","37.77105","-99.96915","785.6","DODGE CITY REGIONAL AIRPORT, KS US","","","","","","","","","","","","","","","4",",6","2",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","19130818",",,6","","","","","","","","","8.9",",,6,18,","","","","","","","18.4",",,,6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00013985","1913-09","37.77105","-99.96915","785.6","DODGE CITY REGIONAL AIRPORT, KS US","","","","","","","","","","","","","","","9",",6","6",",6","3",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","19130917",",,6","","","","","","","","","47.0",",,6,17,","","","","","","","137.2",",,,6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00013985","1913-10","37.77105","-99.96915","785.6","DODGE CITY REGIONAL AIRPORT, KS US","","","","","","","","","","","","","","","5",",6","1",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","19131019",",,6","","","","","","","","","4.8",",,6,19,","","","","","","","7.7",",,,6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00013985","1913-11","37.77105","-99.96915","785.6","DODGE CITY REGIONAL AIRPORT, KS US","","","","","","","","","","","","","","","6",",6","4",",6","1",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","19131130",",,6","","","","","","","","","32.8",",,6,30,","","","","","","","54.5",",,,6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00013985","1913-12","37.77105","-99.96915","785.6","DODGE CITY REGIONAL AIRPORT, KS US","","","","","","","","","","","","","","","14",",6","3",",6","0",",6","","","","","","","","","","","","","","","3","","","","","","","","","","","","19131205",",,6","","","","","","","","","17.5",",,6,05,","","","","","","","47.9",",,,6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00013985","1914-01","37.77105","-99.96915","785.6","DODGE CITY REGIONAL AIRPORT, KS US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00013985","1914-02","37.77105","-99.96915","785.6","DODGE CITY REGIONAL AIRPORT, KS US","","","","","","","","","","","","","","","5","2,6","1","2,6","0","2,6","","","","","","","","","","","","","","","4","","","","","","","","","","","","19140213",",2,6","","","","","","","","","7.4","2,,6,13,","","","","","","","12.0","2,,,6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00013985","1914-03","37.77105","-99.96915","785.6","DODGE CITY REGIONAL AIRPORT, KS US","","","","","","","","","","","","","","","4","1,6","0","1,6","0","1,6","","","","","","","","","","","","","","","1","","","","","","","","","","","","19140305",",1,6","","","","","","","","","1.0","1,,6,05,","","","","","","","2.3","1,,,6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00013985","1914-04","37.77105","-99.96915","785.6","DODGE CITY REGIONAL AIRPORT, KS US","","","","","","","","","","","","","","","7",",6","4",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","19140427",",,6","","","","","","","","","9.7",",,6,27,","","","","","","","32.6",",,,6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00013985","1914-05","37.77105","-99.96915","785.6","DODGE CITY REGIONAL AIRPORT, KS US","","","","","","","","","","","","","","","9",",6","4",",6","1",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","19140502",",,6","","","","","","","","","63.0",",,6,02,","","","","","","","85.6",",,,6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00013985","1914-06","37.77105","-99.96915","785.6","DODGE CITY REGIONAL AIRPORT, KS US","","","","","","","","","","","","","","","8",",6","5",",6","1",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","19140602",",,6","","","","","","","","","44.2",",,6,02,","","","","","","","81.0",",,,6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00013985","1914-07","37.77105","-99.96915","785.6","DODGE CITY REGIONAL AIRPORT, KS US","","","","","","","","","","","","","","","6",",6","2",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","19140701",",,6","","","","","","","","","19.6",",,6,01,","","","","","","","27.9",",,,6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00013985","1914-08","37.77105","-99.96915","785.6","DODGE CITY REGIONAL AIRPORT, KS US","","","","","","","","","","","","","","","6",",6","4",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","19140819",",,6","","","","","","","","","14.7",",,6,19,","","","","","","","31.2",",,,6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00013985","1914-09","37.77105","-99.96915","785.6","DODGE CITY REGIONAL AIRPORT, KS US","","","","","","","","","","","","","","","5",",6","2",",6","0",",6","","","","","","","","","","","","","","","1","","","","","","","","","","","","19140910",",,6","","","","","","","","","7.1",",,6,10,","","","","","","","13.6",",,,6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00013985","1914-10","37.77105","-99.96915","785.6","DODGE CITY REGIONAL AIRPORT, KS US","","","","","","","","","","","","","","","5",",6","2",",6","0",",6","","","","","","","","","","","","","","","1","","","","","","","","","","","","19141012",",,6","","","","","","","","","5.3",",,6,12,","","","","","","","10.9",",,,6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00013985","1914-11","37.77105","-99.96915","785.6","DODGE CITY REGIONAL AIRPORT, KS US","","","","","","","","","","","","","","","0",",6","0",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","19141129","+,,6","","","","","","","","","0.0",",T,6,29,+","","","","","","","0.0",",T,,6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00013985","1914-12","37.77105","-99.96915","785.6","DODGE CITY REGIONAL AIRPORT, KS US","","","","","","","","","","","","","","","8",",6","1",",6","0",",6","","","","","","","","","","","","","","","4","","","","","","","","","","","","19141220",",,6","","","","","","","","","6.4",",,6,20,","","","","","","","11.9",",,,6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00013985","1915-01","37.77105","-99.96915","785.6","DODGE CITY REGIONAL AIRPORT, KS US","","","","","","","","","","","","","","","9",",6","3",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","19150116",",,6","","","","","","","","","12.2",",,6,16,","","","","","","","25.9",",,,6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00013985","1915-02","37.77105","-99.96915","785.6","DODGE CITY REGIONAL AIRPORT, KS US","","","","","","","","","","","","","","","8",",6","4",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","19150227","+,,6","","","","","","","","","9.1",",,6,27,+","","","","","","","36.2",",,,6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00013985","1915-03","37.77105","-99.96915","785.6","DODGE CITY REGIONAL AIRPORT, KS US","","","","","","","","","","","","","","","8","1,6","2","1,6","0","1,6","","","","","","","","","","","","","","","2","","","","","","","","","","","","19150302",",1,6","","","","","","","","","7.9","1,,6,02,","","","","","","","16.3","1,,,6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00013985","1915-04","37.77105","-99.96915","785.6","DODGE CITY REGIONAL AIRPORT, KS US","","","","","","","","","","","","","","","9",",6","4",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","19150408",",,6","","","","","","","","","21.1",",,6,08,","","","","","","","56.0",",,,6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00013985","1915-05","37.77105","-99.96915","785.6","DODGE CITY REGIONAL AIRPORT, KS US","","","","","","","","","","","","","","","13",",6","8",",6","1",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","19150519",",,6","","","","","","","","","51.8",",,6,19,","","","","","","","140.0",",,,6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00013985","1915-06","37.77105","-99.96915","785.6","DODGE CITY REGIONAL AIRPORT, KS US","","","","","","","","","","","","","","","15",",6","8",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","19150609",",,6","","","","","","","","","16.8",",,6,09,","","","","","","","75.3",",,,6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00013985","1915-07","37.77105","-99.96915","785.6","DODGE CITY REGIONAL AIRPORT, KS US","","","","","","","","","","","","","","","11",",6","7",",6","2",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","19150717",",,6","","","","","","","","","30.0",",,6,17,","","","","","","","99.6",",,,6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00013985","1915-08","37.77105","-99.96915","785.6","DODGE CITY REGIONAL AIRPORT, KS US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00013985","1915-09","37.77105","-99.96915","785.6","DODGE CITY REGIONAL AIRPORT, KS US","","","","","","","","","","","","","","","7",",6","4",",6","1",",6","","","","","","","","","","","","","","","2","","","","","","","","","","","","19150926",",,6","","","","","","","","","53.3",",,6,26,","","","","","","","84.3",",,,6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00013985","1915-10","37.77105","-99.96915","785.6","DODGE CITY REGIONAL AIRPORT, KS US","","","","","","","","","","","","","","","4",",6","3",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","19151015",",,6","","","","","","","","","13.7",",,6,15,","","","","","","","32.5",",,,6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00013985","1915-11","37.77105","-99.96915","785.6","DODGE CITY REGIONAL AIRPORT, KS US","","","","","","","","","","","","","","","2",",6","0",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","19151111",",,6","","","","","","","","","1.5",",,6,11,","","","","","","","2.0",",,,6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00013985","1915-12","37.77105","-99.96915","785.6","DODGE CITY REGIONAL AIRPORT, KS US","","","","","","","","","","","","","","","5",",6","0",",6","0",",6","","","","","","","","","","","","","","","2","","","","","","","","","","","","19151224",",,6","","","","","","","","","1.8",",,6,24,","","","","","","","4.9",",,,6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00013985","1916-01","37.77105","-99.96915","785.6","DODGE CITY REGIONAL AIRPORT, KS US","","","","","","","","","","","","","","","11",",6","2",",6","0",",6","","","","","","","","","","","","","","","1","","","","","","","","","","","","19160131","+,,6","","","","","","","","","2.5",",,6,31,+","","","","","","","15.9",",,,6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00013985","1916-02","37.77105","-99.96915","785.6","DODGE CITY REGIONAL AIRPORT, KS US","","","","","","","","","","","","","","","2",",6","0",",6","0",",6","","","","","","","","","","","","","","","2","","","","","","","","","","","","19160204",",,6","","","","","","","","","1.0",",,6,04,","","","","","","","1.5",",,,6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00013985","1916-03","37.77105","-99.96915","785.6","DODGE CITY REGIONAL AIRPORT, KS US","","","","","","","","","","","","","","","4",",6","2",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","19160326",",,6","","","","","","","","","6.6",",,6,26,","","","","","","","12.9",",,,6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00013985","1916-04","37.77105","-99.96915","785.6","DODGE CITY REGIONAL AIRPORT, KS US","","","","","","","","","","","","","","","9",",6","6",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","19160405",",,6","","","","","","","","","22.4",",,6,05,","","","","","","","75.9",",,,6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00013985","1916-05","37.77105","-99.96915","785.6","DODGE CITY REGIONAL AIRPORT, KS US","","","","","","","","","","","","","","","10",",6","1",",6","0",",6","","","","","","","","","","","","","","","2","","","","","","","","","","","","19160518",",,6","","","","","","","","","4.1",",,6,18,","","","","","","","10.6",",,,6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00013985","1916-06","37.77105","-99.96915","785.6","DODGE CITY REGIONAL AIRPORT, KS US","","","","","","","","","","","","","","","11",",6","6",",6","3",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","19160620",",,6","","","","","","","","","44.5",",,6,20,","","","","","","","131.2",",,,6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00013985","1916-07","37.77105","-99.96915","785.6","DODGE CITY REGIONAL AIRPORT, KS US","","","","","","","","","","","","","","","1",",6","0",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","19160713",",,6","","","","","","","","","2.3",",,6,13,","","","","","","","2.3",",,,6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00013985","1916-08","37.77105","-99.96915","785.6","DODGE CITY REGIONAL AIRPORT, KS US","","","","","","","","","","","","","","","10",",6","6",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","19160823",",,6","","","","","","","","","12.4",",,6,23,","","","","","","","41.7",",,,6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00013985","1916-09","37.77105","-99.96915","785.6","DODGE CITY REGIONAL AIRPORT, KS US","","","","","","","","","","","","","","","7",",6","4",",6","0",",6","","","","","","","","","","","","","","","1","","","","","","","","","","","","19160911",",,6","","","","","","","","","16.5",",,6,11,","","","","","","","42.2",",,,6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00013985","1916-10","37.77105","-99.96915","785.6","DODGE CITY REGIONAL AIRPORT, KS US","","","","","","","","","","","","","","","6",",6","2",",6","0",",6","","","","","","","","","","","","","","","1","","","","","","","","","","","","19161024",",,6","","","","","","","","","10.7",",,6,24,","","","","","","","20.1",",,,6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00013985","1916-11","37.77105","-99.96915","785.6","DODGE CITY REGIONAL AIRPORT, KS US","","","","","","","","","","","","","","","1",",6","0",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","19161113",",,6","","","","","","","","","0.8",",,6,13,","","","","","","","0.8",",,,6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00013985","1916-12","37.77105","-99.96915","785.6","DODGE CITY REGIONAL AIRPORT, KS US","","","","","","","","","","","","","","","6",",6","1",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","19161231",",,6","","","","","","","","","2.5",",,6,31,","","","","","","","7.6",",,,6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00013985","1917-01","37.77105","-99.96915","785.6","DODGE CITY REGIONAL AIRPORT, KS US","","","","","","","","","","","","","","","3",",6","1",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","19170116",",,6","","","","","","","","","3.6",",,6,16,","","","","","","","5.6",",,,6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00013985","1917-02","37.77105","-99.96915","785.6","DODGE CITY REGIONAL AIRPORT, KS US","","","","","","","","","","","","","","","0",",6","0",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","19170219",",,6","","","","","","","","","0.0",",T,6,19,","","","","","","","0.0",",T,,6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USW00013985","1917-03","37.77105","-99.96915","785.6","DODGE CITY REGIONAL AIRPORT, KS US","","","","","","","","","","","","","","","4",",6","2",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","","","19170303",",,6","","","","","","","","","4.1",",,6,03,","","","","","","","10.2",",,,6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
