"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","ADPT","ADPT_ATTRIBUTES","ASLP","ASLP_ATTRIBUTES","ASTP","ASTP_ATTRIBUTES","AWBT","AWBT_ATTRIBUTES","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","RHAV","RHAV_ATTRIBUTES","RHMN","RHMN_ATTRIBUTES","RHMX","RHMX_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES"
"USW00093822","1966-01","39.84529","-89.68401","179.7","SPRINGFIELD ABRAHAM LINCOLN CAPITAL AIRPORT, IL US","","","","","","","","","","","0.0","0","0.0",",0","4",",0","1",",0","0",",0","0",",0","0",",0","4",",0","30",",0","20",",0","0",",0","0",",0","6","","1","","19660129",",,0","19660130","+,,0","19660122","+,,0","","","19660112",",,0","19660102",",,0","-23.9",",0,29,","0",",T,0,30,+","5",",,0,22,+","7.9",",,0,12,","12.2",",0,02,","","","1747.6","0","742.3",",0","","","","","9.2",",,,0","52.0","1,X","","","","","","","10",",,,0","-5.61",",0","-1.04",",,,0","-10.18",",,,0","9726",",X","","","","","","","","","135",",X","","","","","","","","","","","16.1",",X"
"USW00093822","1966-02","39.84529","-89.68401","179.7","SPRINGFIELD ABRAHAM LINCOLN CAPITAL AIRPORT, IL US","","","","","","","","","","","0.0","0","0.0",",0","6",",0","3",",0","1",",0","7",",0","2",",0","3",",0","23",",0","10",",0","0",",0","0",",0","10","","5","","19660205","+,,0","19660202",",,0","19660201",",,0","","","19660209",",,0","19660208",",,0","-18.9",",0,05,+","127",",,0,02,","130",",,0,01,","34.0",",,0,09,","14.4",",0,08,","","","2299.8","0","552.2",",0","","","","","55.9",",,,0","54.8",",X","","","","","","","219",",,,0","-1.39",",0","3.15",",,,0","-5.93",",,,0","9894",",X","","","","","","","","","180",",X","","","","","","","","","","","13.4",",X"
"USW00093822","1966-03","39.84529","-89.68401","179.7","SPRINGFIELD ABRAHAM LINCOLN CAPITAL AIRPORT, IL US","","","","","","","","","","","0.0","0","0.0",",0","11",",0","3",",0","0",",0","4",",0","1",",0","0",",0","16",",0","2",",0","3",",0","0",",0","7","","1","","19660307",",,0","19660307","+,,0","19660305",",,0","2","","19660322",",,0","19660321",",,0","-8.3",",0,07,","25",",,0,07,+","61",",,0,05,","10.4",",,0,22,","25.0",",0,21,","","","2676.8","0","377.0",",0","","","","","26.5",",,,0","51.5",",X","","","","","","","89",",,,0","6.17",",0","11.78",",,,0","0.56",",,,0","11538",",X","","","","","","","","","270",",X","","","","","","","","","","","18.8",",X"
"USW00093822","1966-04","39.84529","-89.68401","179.7","SPRINGFIELD ABRAHAM LINCOLN CAPITAL AIRPORT, IL US","","","","","","","","","","","0.0","0","0.0",",0","16",",0","12",",0","3",",0","0",",0","0",",0","0",",0","5",",0","0",",0","4",",0","0",",0","15","","2","","19660409",",,0","19660406",",,0","19660406","+,,0","7","","19660420",",,0","19660419",",,0","-2.2",",0,09,","0",",T,0,06,","0",",T,0,06,+","45.7",",,0,20,","23.3",",0,19,","112.9",",,,0","2935.5","0","258.7",",0","6.37",",,,0","17.32",",,,0","146.0",",,,0","40.3",",X","","","","","","","0",",T,,0","9.71",",0","14.48",",,,0","4.94",",,,0","9648",",X","","","","","","","","","270",",X","5918",",,,0","","","","","","","","","17.0",",X"
"USW00093822","1966-05","39.84529","-89.68401","179.7","SPRINGFIELD ABRAHAM LINCOLN CAPITAL AIRPORT, IL US","","","","","","","","","","","11.1","0","11.1",",0","8",",0","6",",0","2",",0","0",",0","0",",0","0",",0","3",",0","0",",0","17",",0","0",",0","8","","1","","19660510",",,0","19660531","+,,0","19660510","+,,0","7","","19660517",",,0","19660527",",,0","-2.2",",0,10,","0",",,0,31,+","0",",T,0,10,+","34.3",",,0,17,","28.9",",0,27,","179.2","3,,,0","3071.8","0","136.3",",0","10.41",",,,0","24.26",",,,0","90.0",",,,0","69.2",",X","","","","","","","0",",T,,0","14.30",",0","20.40",",,,0","8.19",",,,0","18540",",X","","","","","","","","","135",",X","5194",",,,0","","","","","","","","","14.8",",X"
"USW00093822","1966-06","39.84529","-89.68401","179.7","SPRINGFIELD ABRAHAM LINCOLN CAPITAL AIRPORT, IL US","","","","","","","","","","","127.9","0","116.8",",0","7",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","8",",0","4","","","","19660601",",,0","19660630","+,,0","19660630","+,,0","6","","19660627",",,0","19660625",",,0","4.4",",0,01,","0",",,0,30,+","0",",,0,30,+","12.7",",,0,27,","35.0",",0,25,","233.1",",,,0","3081.0","0","9.2",",0","16.31",",,,0","30.45",",,,0","34.3",",,,0","66.1",",X","","","","","","","0",",,,0","21.92",",0","28.90",",,,0","14.93",",,,0","17796",",X","","","","","","","","","270",",X","","","","","","","","","","","11.6",",X"
"USW00093822","1966-07","39.84529","-89.68401","179.7","SPRINGFIELD ABRAHAM LINCOLN CAPITAL AIRPORT, IL US","","","","","","","","","","","398.8","0","270.9",",0","4",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","19",",0","6","","2","","19660721",",,0","19660731","+,,0","19660731","+,,0","7","","19660727",",,0","19660713","+,,0","12.2",",0,21,","0",",,0,31,+","0",",,0,31,+","17.0",",,0,27,","41.1",",0,13,+","296.5",",,,0","0.0","0","0.0",",0","20.76",",,,0","34.09",",,,0","24.4",",,,0","78.4",",X","","","","","","","0",",,,0","27.07",",0","34.37",",,,0","19.77",",,,0","21432",",X","","","","","","","","","315",",X","3801",",,,0","","","","","","","","","17.0",",X"
"USW00093822","1966-08","39.84529","-89.68401","179.7","SPRINGFIELD ABRAHAM LINCOLN CAPITAL AIRPORT, IL US","","","","","","","","","","","522.8","0","124.0",",0","9",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","5",",0","11","","2","","19660824",",,0","19660831","+,,0","19660831","+,,0","7","","19660815",",,0","19660801",",,0","9.4",",0,24,","0",",,0,31,+","0",",,0,31,+","24.4",",,0,15,","35.0",",0,01,","177.2","2,,,0","3.6","0","3.6",",0","17.63",",,,0","30.33",",,,0","68.8",",,,0","72.1",",X","","","","","","","0",",,,0","22.22",",0","28.93",",,,0","15.51",",,,0","18360",",X","","","","","","","","","315",",X","3551",",,,0","","","","","","","","","17.4",",X"
"USW00093822","1966-09","39.84529","-89.68401","179.7","SPRINGFIELD ABRAHAM LINCOLN CAPITAL AIRPORT, IL US","","","","","","","","","","","564.3","0","41.5",",0","11",",0","7",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","21",",0","3",",0","10","","","","19660928","+,,0","19660930","+,,0","19660930","+,,0","3","","19660914",",,0","19660902",",,0","5.6",",0,28,+","0",",,0,30,+","0",",,0,30,+","27.9",",,0,14,","33.3",",0,02,","134.2","1,,,0","61.4","0","57.8",",0","14.13",",,,0","24.63",",,,0","119.9",",,,0","70.8",",X","","","","","","","0",",,,0","17.79",",0","23.57",",,,0","12.01",",,,0","15936",",X","","","","","","","","","270",",X","3717",",,,0","","","","","","","","","11.6",",X"
"USW00093822","1966-10","39.84529","-89.68401","179.7","SPRINGFIELD ABRAHAM LINCOLN CAPITAL AIRPORT, IL US","","","","","","","","","","","564.8","0","0.5",",0","6",",0","4",",0","1",",0","0",",0","0",",0","0",",0","6",",0","0",",0","12",",0","0",",0","3","","","","19661025",",,0","19661031","+,,0","19661031","+,,0","3","","19661014",",,0","19661009",",,0","-2.8",",0,25,","0",",,0,31,+","0",",,0,31,+","41.9",",,0,14,","27.2",",0,09,","129.9",",,,0","281.0","0","219.6",",0","6.50",",,,0","18.41","1,,,0","60.3",",,,0","72.9",",X","","","","","","","0",",,,0","11.27",",0","18.02",",,,0","4.52",",,,0","15156",",X","","","","","","","","","270",",X","5038",",,,0","","","","","","","","","14.8",",X"
"USW00093822","1966-11","39.84529","-89.68401","179.7","SPRINGFIELD ABRAHAM LINCOLN CAPITAL AIRPORT, IL US","","","","","","","","","","","564.8","0","0.0",",0","9",",0","7",",0","0",",0","0",",0","0",",0","0",",0","19",",0","0",",0","2",",0","0",",0","12","","2","","19661103",",,0","19661130","+,,0","19661127",",,0","4","","19661126",",,0","19661107",",,0","-6.7",",0,03,","0",",,0,30,+","8",",,0,27,","21.6",",,0,26,","22.8",",0,07,","","","629.6","0","348.6",",0","","","","","78.4",",,,0","48.3",",X","","","","","","","8",",,,0","6.71",",0","11.86",",,,0","1.56",",,,0","8682",",X","","","","","","","","","315",",X","","","","","","","","","","","15.2",",X"
"USW00093822","1966-12","39.84529","-89.68401","179.7","SPRINGFIELD ABRAHAM LINCOLN CAPITAL AIRPORT, IL US","","","","","","","","","","","564.8","0","0.0",",0","9",",0","7",",0","0",",0","3",",0","0",",0","0",",0","23",",0","13",",0","0",",0","0",",0","11","","3","","19661203",",,0","19661228","+,,0","19661227","+,,0","1","","19661207",",,0","19661208","+,,0","-15.6",",0,03,","25",",,0,28,+","23",",,0,27,+","22.1",",,0,07,","17.2",",0,08,+","","","1224.6","0","595.0",",0","","","","","66.5",",,,0","38.7",",X","","","","","","","51",",,,0","-0.86",",0","2.60",",,,0","-4.32",",,,0","6816",",X","","","","","","","","","225",",X","","","","","","","","","","","15.2",",X"
"USW00093822","1967-01","39.84529","-89.68401","179.7","SPRINGFIELD ABRAHAM LINCOLN CAPITAL AIRPORT, IL US","","","","","","","","","","","0.0","0","0.0",",0","4",",0","4",",0","1",",0","5",",0","2",",0","1",",0","27",",0","13",",0","0",",0","0",",0","9","","4","","19670118",",,0","19670127",",,0","19670126",",,0","1","","19670126",",,0","19670124","+,,0","-20.6",",0,18,","127",",,0,27,","81",",,0,26,","33.3",",,0,26,","18.9",",0,24,+","","","1835.6","0","611.0",",0","","","","","61.2",",,,0","68.0",",X","","","","","","","162",",,,0","-1.38",",0","3.06",",,,0","-5.81",",,,0","12294",",X","","","","","","","","","225",",X","","","","","","","","","","","22.8",",X"
"USW00093822","1967-02","39.84529","-89.68401","179.7","SPRINGFIELD ABRAHAM LINCOLN CAPITAL AIRPORT, IL US","","","","","","","","","","","0.0","0","0.0",",0","8",",0","3",",0","0",",0","6",",0","2",",0","1",",0","27",",0","11",",0","0",",0","0",",0","6","","1","","19670225",",,0","19670201",",,0","19670227","+,,0","","","19670201",",,0","19670215",",,0","-18.9",",0,25,","51",",,0,01,","36",",,0,27,+","12.7",",,0,01,","16.7",",0,15,","","","2435.6","0","600.0",",0","","","","","23.2",",,,0","54.0",",X","","","","","","","95",",,,0","-3.10",",0","1.50",",,,0","-7.70",",,,0","9732",",X","","","","","","","","","270",",X","","","","","","","","","","","21.0",",X"
"USW00093822","1967-03","39.84529","-89.68401","179.7","SPRINGFIELD ABRAHAM LINCOLN CAPITAL AIRPORT, IL US","","","","","","","","","","","4.5","0","4.5",",0","9",",0","5",",0","1",",0","1",",0","1",",0","0",",0","12",",0","3",",0","5",",0","0",",0","17","","2","","19670308",",,0","19670308",",,0","19670308",",,0","","","19670320",",,0","19670330",",,0","-11.7",",0,08,","51",",,0,08,","36",",,0,08,","28.7",",,0,20,","27.2",",0,30,","","","2805.6","0","370.0",",0","","","","","66.4",",,,0","49.7",",X","","","","","","","61",",,,0","6.54",",0","10.91",",,,0","2.17",",,,0","11058",",X","","","","","","","","","180",",X","","","","","","","","","","","17.0",",X"
"USW00093822","1967-04","39.84529","-89.68401","179.7","SPRINGFIELD ABRAHAM LINCOLN CAPITAL AIRPORT, IL US","","","","","","","","","","","24.9","0","20.4",",0","17",",0","7",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","12",",0","0",",0","9","","","","19670424",",,0","19670430","+,,0","19670423",",,0","9","","19670420",",,0","19670416","+,,0","0.0",",0,24,","0",",,0,30,+","3",",,0,23,","13.5",",,0,20,","29.4",",0,16,+","123.4","2,,,0","2968.5","0","162.9",",0","8.11","1,,,0","20.95","1,,,0","53.5",",,,0","54.4",",X","","","","","","","3",",,,0","13.58",",0","18.99",",,,0","8.18",",,,0","12954",",X","","","","","","","","","180",",X","6640",",,,0","","","","","","","","","22.4",",X"
"USW00093822","1967-05","39.84529","-89.68401","179.7","SPRINGFIELD ABRAHAM LINCOLN CAPITAL AIRPORT, IL US","","","","","","","","","","","57.4","0","32.5",",0","13",",0","10",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","13",",0","3",",0","12","","1","","19670503",",,0","19670531","+,,0","19670531","+,,0","6","","19670506",",,0","19670525",",,0","3.3",",0,03,","0",",,0,31,+","0",",,0,31,+","38.9",",,0,06,","35.0",",0,25,","168.2","1,,,0","3100.4","0","131.9",",0","9.75",",,,0","22.25",",,,0","112.3",",,,0","56.7",",X","","","","","","","0",",,,0","15.13",",0","20.65",",,,0","9.61",",,,0","15198",",X","","","","","","","","","315",",X","5792",",,,0","","","","","","","","","17.0",",X"
"USW00093822","1967-06","39.84529","-89.68401","179.7","SPRINGFIELD ABRAHAM LINCOLN CAPITAL AIRPORT, IL US","","","","","","","","","","","208.2","0","150.8",",0","12",",0","6",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","5",",0","8","","","","19670602",",,0","19670630","+,,0","19670630","+,,0","7","","19670612",",,0","19670616",",,0","9.4",",0,02,","0",",,0,30,+","0",",,0,30,+","16.3",",,0,12,","34.4",",0,16,","190.8",",,,0","3106.0","0","5.6",",0","17.98",",,,0","30.66",",,,0","64.7",",,,0","62.9",",X","","","","","","","0",",,,0","23.17",",0","28.65",",,,0","17.70",",,,0","16938",",X","","","","","","","","","270",",X","4020",",,,0","","","","","","","","","16.1",",X"
"USW00093822","1967-07","39.84529","-89.68401","179.7","SPRINGFIELD ABRAHAM LINCOLN CAPITAL AIRPORT, IL US","","","","","","","","","","","350.1","0","141.9",",0","10",",0","7",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","2",",0","11","","2","","19670714",",,0","19670731","+,,0","19670731","+,,0","11","","19670723",",,0","19670723",",,0","8.9",",0,14,","0",",,0,31,+","0",",,0,31,+","40.1",",,0,23,","33.9",",0,23,","209.2",",,,0","6.1","0","6.1",",0","17.34",",,,0","31.42",",,,0","86.0",",,,0","68.2",",X","","","","","","","0",",,,0","22.71",",0","28.40",",,,0","17.02",",,,0","18612",",X","","","","","","","","","360",",X","3763",",,,0","","","","","","","","","11.6",",X"
"USW00093822","1967-08","39.84529","-89.68401","179.7","SPRINGFIELD ABRAHAM LINCOLN CAPITAL AIRPORT, IL US","","","","","","","","","","","432.3","0","82.2",",0","5",",0","4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","0",",0","8","","","","19670831","+,,0","19670831","+,,0","19670831","+,,0","5","","19670808",",,0","19670807","+,,0","7.8",",0,31,+","0",",,0,31,+","0",",,0,31,+","41.9",",,0,08,","31.1",",0,07,+","170.2",",,,0","26.1","0","20.0",",0","16.31",",,,0","29.51",",,,0","63.8",",,,0","78.4",",X","","","","","","","0",",,,0","20.34",",0","26.08",",,,0","14.59",",,,0","20028",",X","","","","","","","","","270",",X","3733",",,,0","","","","","","","","","11.6",",X"
"USW00093822","1967-09","39.84529","-89.68401","179.7","SPRINGFIELD ABRAHAM LINCOLN CAPITAL AIRPORT, IL US","","","","","","","","","","","470.4","0","38.1",",0","10",",0","8",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","26",",0","0",",0","14","","2","","19670930","+,,0","19670930","+,,0","19670930","+,,0","5","","19670919",",,0","19670920",",,0","3.9",",0,30,+","0",",,0,30,+","0",",,0,30,+","25.7",",,0,19,","30.6",",0,20,","136.5",",,,0","87.1","0","61.0",",0","12.70",",,,0","25.11",",,,0","102.4",",,,0","67.3",",X","","","","","","","0",",,,0","17.57",",0","23.98",",,,0","11.16",",,,0","15162",",X","","","","","","","","","270",",X","3629",",,,0","","","","","","","","","13.9",",X"
"USW00093822","1967-10","39.84529","-89.68401","179.7","SPRINGFIELD ABRAHAM LINCOLN CAPITAL AIRPORT, IL US","","","","","","","","","","","486.5","0","16.1",",0","12",",0","9",",0","2",",0","0",",0","0",",0","0",",0","4",",0","0",",0","10",",0","0",",0","9","","1","","19671028",",,0","19671031","+,,0","19671027",",,0","4","","19671015",",,0","19671004",",,0","-1.1",",0,28,","0",",,0,31,+","3",",,0,27,","27.2",",,0,15,","31.1",",0,04,","105.0","1,,,0","278.2","0","191.1",",0","7.88",",,,0","18.15",",,,0","106.8",",,,0","52.1",",X","","","","","","","3",",,,0","12.69",",0","18.12",",,,0","7.26",",,,0","10914",",X","","","","","","","","","180",",X","","","","","","","","","","","16.1",",X"
"USW00093822","1967-11","39.84529","-89.68401","179.7","SPRINGFIELD ABRAHAM LINCOLN CAPITAL AIRPORT, IL US","","","","","","","","","","","486.5","0","0.0",",0","9",",0","5",",0","0",",0","1",",0","2",",0","0",",0","21",",0","0",",0","0",",0","0",",0","11","","3","","19671128",",,0","19671130",",,0","19671103",",,0","","","19671103",",,0","19671109",",,0","-8.3",",0,28,","25",",,0,30,","28",",,0,03,","7.1",",,0,03,","17.2",",0,09,","","","721.0","0","442.8",",0","","","","","29.9",",,,0","47.2",",X","","","","","","","71",",,,0","3.57",",0","7.98",",,,0","-0.84",",,,0","8508",",X","","","","","","","","","270",",X","","","","","","","","","","","13.0",",X"
"USW00093822","1967-12","39.84529","-89.68401","179.7","SPRINGFIELD ABRAHAM LINCOLN CAPITAL AIRPORT, IL US","","","","","","","","","","","486.5","0","0.0",",0","16",",0","10",",0","1",",0","8",",0","3",",0","1",",0","24",",0","10",",0","0",",0","0",",0","20","","2","","19671231",",,0","19671204","+,,0","19671202",",,0","3","","19671221",",,0","19671221",",,0","-22.8",",0,31,","76",",,0,04,+","71",",,0,02,","57.2",",,0,21,","17.2",",0,21,","","","1299.1","0","578.1",",0","","","","","152.6",",,,0","29.9",",X","","","","","","","162",",,,0","-0.32",",0","3.08",",,,0","-3.71",",,,0","5226",",X","","","","","","","","","315",",X","","","","","","","","","","","14.8",",X"
"USW00093822","1968-01","39.84529","-89.68401","179.7","SPRINGFIELD ABRAHAM LINCOLN CAPITAL AIRPORT, IL US","","","","","","","","","","","0.0","0","0.0",",0","10",",0","8",",0","0",",0","23",",0","5",",0","7",",0","27",",0","17",",0","0",",0","0",",0","17","","5","","19680107",",,0","19680115",",,0","19680113",",,0","1","","19680113",",,0","19680129",",,0","-25.6",",0,07,","330",",,0,15,","130",",,0,13,","13.0",",,0,13,","13.9",",0,29,","","","2010.1","0","711.0",",0","","","","","45.6",",,,0","50.9",",X","","","","","","","331",",,,0","-4.60",",0","-0.53",",,,0","-8.68",",,,0","9174",",X","","","","","","","","","180",",X","","","","","","","","","","","12.5",",X"
"USW00093822","1968-02","39.84529","-89.68401","179.7","SPRINGFIELD ABRAHAM LINCOLN CAPITAL AIRPORT, IL US","","","","","","","","","","","0.0","0","0.0",",0","6",",0","1",",0","0",",0","3",",0","0",",0","2",",0","28",",0","12",",0","0",",0","0",",0","7","","","","19680222",",,0","19680221","+,,0","19680220",",,0","1","","19680201",",,0","19680201",",,0","-18.3",",0,22,","25",",,0,21,+","18",",,0,20,","23.9",",,0,01,","15.0",",0,01,","","","2644.7","0","634.6",",0","","","","","29.2",",,,0","65.8",",X","","","","","","","43",",,,0","-3.55",",0","1.45",",,,0","-8.55",",,,0","12294",",X","","","","","","","","","315",",X","","","","","","","","","","","14.3",",X"
"USW00093822","1968-03","39.84529","-89.68401","179.7","SPRINGFIELD ABRAHAM LINCOLN CAPITAL AIRPORT, IL US","","","","","","","","","","","0.0","0","0.0",",0","8",",0","4",",0","0",",0","3",",0","2",",0","0",",0","16",",0","2",",0","5",",0","0",",0","6","","3","","19680313",",,0","19680313",",,0","19680312",",,0","1","","19680315",",,0","19680328",",,0","-16.1",",0,13,","76",",,0,13,","86",",,0,12,","14.0",",,0,15,","25.6",",0,28,","","","3028.2","0","383.5",",0","","","","","31.8",",,,0","59.3",",X","","","","","","","114",",,,0","5.96",",0","12.26",",,,0","-0.34",",,,0","13254",",X","","","","","","","","","45",",X","","","","","","","","","","","16.1",",X"
"USW00093822","1968-04","39.84529","-89.68401","179.7","SPRINGFIELD ABRAHAM LINCOLN CAPITAL AIRPORT, IL US","","","","","","","","","","","0.6","0","0.6",",0","9",",0","3",",0","1",",0","0",",0","0",",0","0",",0","5",",0","0",",0","8",",0","0",",0","6","","2","","19680406",",,0","19680405",",,0","19680405","+,,0","3","","19680403",",,0","19680430","+,,0","-1.7",",0,06,","0",",T,0,05,","0",",T,0,05,+","47.5",",,0,03,","26.1",",0,30,+","159.3",",,,0","3230.4","0","202.2",",0","7.60","1,,,0","19.91",",,,0","62.0",",,,0","60.4",",X","","","","","","","0",",T,,0","11.61",",0","17.82",",,,0","5.41",",,,0","14466",",X","","","","","","","","","270",",X","5603","2,,,0","","","","","","","","","18.3",",X"
"USW00093822","1968-05","39.84529","-89.68401","179.7","SPRINGFIELD ABRAHAM LINCOLN CAPITAL AIRPORT, IL US","","","","","","","","","","","13.4","0","12.8",",0","15",",0","8",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","13",",0","0",",0","15","","1","","19680506",",,0","19680531","+,,0","19680531","+,,0","9","","19680523",",,0","19680515","+,,0","2.8",",0,06,","0",",,0,31,+","0",",,0,31,+","50.0",",,0,23,","30.6",",0,15,+","157.1","2,,,0","3346.3","0","115.9",",0","10.66",",,,0","22.56",",,,0","144.7",",,,0","52.9",",X","","","","","","","0",",,,0","15.01",",0","20.72",",,,0","9.29",",,,0","14052",",X","","","","","","","","","225","1,X","5198",",,,0","","","","","","","","","15.6","1,X"
"USW00093822","1968-06","39.84529","-89.68401","179.7","SPRINGFIELD ABRAHAM LINCOLN CAPITAL AIRPORT, IL US","","","","","","","","","","","176.8","0","163.4",",0","7",",0","4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","10",",0","2","","","","19680628","+,,0","19680630","+,,0","19680630","+,,0","5","","19680614",",,0","19680630","+,,0","10.0",",0,28,+","0",",,0,30,+","0",",,0,30,+","45.5",",,0,14,","35.6",",0,30,+","219.7","1,,,0","3351.0","0","4.7",",0","18.01",",,,0","31.34",",,,0","82.6",",,,0","73.8",",X","","","","","","","0",",,,0","23.62",",0","29.74",",,,0","17.51",",,,0","19872",",X","","","","","","","","","270",",X","4109",",,,0","","","","","","","","","13.0",",X"
"USW00093822","1968-07","39.84529","-89.68401","179.7","SPRINGFIELD ABRAHAM LINCOLN CAPITAL AIRPORT, IL US","","","","","","","","","","","363.3","0","186.5",",0","10",",0","8",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","12",",0","6","","","","19680703",",,0","19680731","+,,0","19680731","+,,0","11","","19680727",",,0","19680713",",,0","10.6",",0,03,","0",",,0,31,+","0",",,0,31,+","35.8",",,0,27,","35.0",",0,13,","201.4","2,,,0","0.5","0","0.5",",0","19.10",",,,0","32.36",",,,0","118.5",",,,0","68.7",",X","","","","","","","0",",,,0","24.33",",0","30.22",",,,0","18.44",",,,0","18816",",X","","","","","","","","","225",",X","3484",",,,0","","","","","","","","","15.2",",X"
"USW00093822","1968-08","39.84529","-89.68401","179.7","SPRINGFIELD ABRAHAM LINCOLN CAPITAL AIRPORT, IL US","","","","","","","","","","","541.2","0","177.9",",0","5",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","13",",0","12","","1","","19680828",",,0","19680831","+,,0","19680831","+,,0","5","","19680803",",,0","19680823","+,,0","9.4",",0,28,","0",",,0,31,+","0",",,0,31,+","11.7",",,0,03,","35.6",",0,23,+","181.8","2,,,0","2.4","0","1.9",",0","19.33",",,,0","31.81",",,,0","25.1",",,,0","70.8",",X","","","","","","","0",",,,0","24.01",",0","29.67",",,,0","18.35",",,,0","18066",",X","","","","","","","","","270",",X","3432",",,,0","","","","","","","","","8.9",",X"
"USW00093822","1968-09","39.84529","-89.68401","179.7","SPRINGFIELD ABRAHAM LINCOLN CAPITAL AIRPORT, IL US","","","","","","","","","","","587.5","0","46.3",",0","9",",0","5",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","0",",0","15","","","","19680927","+,,0","19680930","+,,0","19680930","+,,0","3","","19680917",",,0","19680922","+,,0","6.7",",0,27,+","0",",,0,30,+","0",",,0,30,+","38.9",",,0,17,","31.1",",0,22,+","141.2",",,,0","21.3","0","18.9",",0","14.03",",,,0","25.50",",,,0","83.7",",,,0","66.1",",X","","","","","","","0",",,,0","19.25",",0","25.81",",,,0","12.69",",,,0","14808",",X","","","","","","","","","135",",X","3387","3,,,0","","","","","","","","","11.6",",X"
"USW00093822","1968-10","39.84529","-89.68401","179.7","SPRINGFIELD ABRAHAM LINCOLN CAPITAL AIRPORT, IL US","","","","","","","","","","","610.0","0","22.5",",0","8",",0","2",",0","1",",0","0",",0","0",",0","0",",0","4",",0","0",",0","12",",0","0",",0","8","","","","19681029",",,0","19681031","+,,0","19681031","+,,0","3","","19681013",",,0","19681015",",,0","-3.3",",0,29,","0",",,0,31,+","0",",,0,31,+","26.2",",,0,13,","30.0",",0,15,","110.5","1,,,0","219.7","0","198.4",",0","8.26",",,,0","19.06",",,,0","36.4",",,,0","70.7",",X","","","","","","","0",",,,0","12.66",",0","19.27",",,,0","6.05",",,,0","14670",",X","","","","","","","","","270",",X","4829",",,,0","","","","","","","","","14.3",",X"
