"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","ADPT","ADPT_ATTRIBUTES","ASLP","ASLP_ATTRIBUTES","ASTP","ASTP_ATTRIBUTES","AWBT","AWBT_ATTRIBUTES","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","RHAV","RHAV_ATTRIBUTES","RHMN","RHMN_ATTRIBUTES","RHMX","RHMX_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USW00093820","1872-11","38.0408","-84.6058","298.7","LEXINGTON BLUE GRASS AIRPORT, KY US","","","","","","","","","","","","","0.0","4,0","8",",0","5",",0","0",",0","","","","","0","2,0","16","2,0","5","2,0","0","2,0","0","2,0","","","","","18721129",",2,0","","","","","","","18721126",",,0","18721110",",2,0","-16.7","2,0,29,","","","","","9.7",",,0,26,","17.2","2,0,10,","","","429.5","2,0","30.8",",,,0","","","","","","","","","2.21","4,0","6.74","2,,,0","-2.31","2,,,0","","","","","","","","","","","","","","","","","",""
"USW00093820","1872-12","38.0408","-84.6058","298.7","LEXINGTON BLUE GRASS AIRPORT, KY US","","","","","","","","","","","","","0.0",",0","13",",0","7",",0","0",",0","","","","","2",",0","29",",0","15",",0","0",",0","0",",0","","","","","18721224",",,0","","","","","","","18721219",",,0","18721207",",,0","-18.9",",0,24,","","","","","18.3",",,0,19,","10.0",",0,07,","","","662.0",",0","83.9",",,,0","","","","","","","","","-3.02",",0","1.13",",,,0","-7.17",",,,0","","","","","","","","","","","","","","","","","",""
"USW00093820","1873-01","38.0408","-84.6058","298.7","LEXINGTON BLUE GRASS AIRPORT, KY US","","","","","","","","","","","0.0","0","0.0","2,0","15",",0","7",",0","0",",0","","","","","1","1,0","24","1,0","12","1,0","0","1,0","0","1,0","","","","","18730129",",1,0","","","","","","","18730123",",,0","18730115",",1,0","-19.4","1,0,29,","","","","","17.0",",,0,23,","17.2","1,0,15,","","","575.5","1,0","64.3",",,,0","","","","","","","","","-1.50","2,0","2.63","1,,,0","-5.63","1,,,0","","","","","","","","","","","","","","","","","",""
"USW00093820","1873-02","38.0408","-84.6058","298.7","LEXINGTON BLUE GRASS AIRPORT, KY US","","","","","","","","","","","0.0","0","0.0",",0","11",",0","10",",0","0",",0","","","","","0",",0","18",",0","3",",0","0",",0","0",",0","","","","","18730223",",,0","","","","","","","18730215",",,0","18730218",",,0","-17.2",",0,23,","","","","","23.6",",,0,15,","17.8",",0,18,","","","460.7",",0","102.9",",,,0","","","","","","","","","1.88",",0","6.51",",,,0","-2.75",",,,0","","","","","","","","","","","","","","","","","",""
"USW00093820","1873-03","38.0408","-84.6058","298.7","LEXINGTON BLUE GRASS AIRPORT, KY US","","","","","","","","","","","0.0","0","0.0",",0","12",",0","10",",0","0",",0","","","","","1",",0","12",",0","3",",0","1",",0","0",",0","","","","","18730304",",,0","","","","","","","18730328",",,0","18730315",",,0","-18.3",",0,04,","","","","","16.0",",,0,28,","22.2",",0,15,","","","401.8",",0","94.8",",,,0","","","","","","","","","5.37",",0","10.76",",,,0","-0.02",",,,0","","","","","","","","","","","","","","","","","",""
"USW00093820","1873-04","38.0408","-84.6058","298.7","LEXINGTON BLUE GRASS AIRPORT, KY US","","","","","","","","","","","19.2","0","19.2",",0","11",",0","5",",0","0",",0","","","","","0",",0","2",",0","0",",0","7",",0","0",",0","","","","","18730424",",,0","","","","","","","18730428",",,0","18730406","+,,0","-0.6",",0,24,","","","","","21.6",",,0,28,","28.9",",0,06,+","","","222.1",",0","73.5",",,,0","","","","","","","","","11.57",",0","16.46",",,,0","6.68",",,,0","","","","","","","","","","","","","","","","","",""
"USW00093820","1873-05","38.0408","-84.6058","298.7","LEXINGTON BLUE GRASS AIRPORT, KY US","","","","","","","","","","","66.0","0","46.8",",0","15",",0","11",",0","2",",0","","","","","0",",0","0",",0","0",",0","23",",0","0",",0","","","","","18730504",",,0","","","","","","","18730527",",,0","18730523",",,0","6.1",",0,04,","","","","","33.0",",,0,27,","29.4",",0,23,","","","46.2",",0","153.9",",,,0","","","","","","","","","18.35",",0","23.04",",,,0","13.67",",,,0","","","","","","","","","","","","","","","","","",""
"USW00093820","1873-06","38.0408","-84.6058","298.7","LEXINGTON BLUE GRASS AIRPORT, KY US","","","","","","","","","","","213.7","0","147.7",",0","11",",0","8",",0","1",",0","","","","","0",",0","0",",0","0",",0","30",",0","0",",0","","","","","18730608","+,,0","","","","","","","18730614",",,0","18730624",",,0","13.9",",0,08,+","","","","","61.0",",,0,14,","31.1",",0,24,","","","0.0",",0","114.1",",,,0","","","","","","","","","23.26",",0","27.24",",,,0","19.28",",,,0","","","","","","","","","","","","","","","","","",""
"USW00093820","1873-07","38.0408","-84.6058","298.7","LEXINGTON BLUE GRASS AIRPORT, KY US","","","","","","","","","","","384.3","0","170.6",",0","10",",0","8",",0","1",",0","","","","","0",",0","0",",0","0",",0","31",",0","2",",0","","","","","18730712",",,0","","","","","","","18730727",",,0","18730724","+,,0","15.6",",0,12,","","","","","30.0",",,0,27,","32.2",",0,24,+","0.0","0","0.0",",0","85.7",",,,0","","","","","","","","","23.84",",0","28.59",",,,0","19.08",",,,0","","","","","","","","","","","","","","","","","",""
"USW00093820","1873-08","38.0408","-84.6058","298.7","LEXINGTON BLUE GRASS AIRPORT, KY US","","","","","","","","","","","541.3","0","157.0",",0","11",",0","7",",0","0",",0","","","","","0",",0","0",",0","0",",0","31",",0","2",",0","","","","","18730805","+,,0","","","","","","","18730828",",,0","18730825",",,0","13.9",",0,05,+","","","","","24.4",",,0,28,","33.3",",0,25,","0.0","0","0.0",",0","75.3",",,,0","","","","","","","","","23.40",",0","27.93",",,,0","18.86",",,,0","","","","","","","","","","","","","","","","","",""
"USW00093820","1873-09","38.0408","-84.6058","298.7","LEXINGTON BLUE GRASS AIRPORT, KY US","","","","","","","","","","","625.8","0","84.5",",0","7",",0","4",",0","0",",0","","","","","0",",0","0",",0","0",",0","25",",0","1",",0","","","","","18730920",",,0","","","","","","","18730929",",,0","18730901",",,0","5.0",",0,20,","","","","","12.2",",,0,29,","33.3",",0,01,","38.7","0","38.7",",0","40.7",",,,0","","","","","","","","","19.86",",0","25.09",",,,0","14.63",",,,0","","","","","","","","","","","","","","","","","",""
"USW00093820","1873-10","38.0408","-84.6058","298.7","LEXINGTON BLUE GRASS AIRPORT, KY US","","","","","","","","","","","632.5","0","6.7",",0","9",",0","9",",0","1",",0","","","","","0",",0","5",",0","0",",0","12",",0","0",",0","","","","","18731029",",,0","","","","","","","18731018",",,0","18731011",",,0","-6.1",",0,29,","","","","","29.2",",,0,18,","25.6",",0,11,","243.7","0","205.0",",0","139.0",",,,0","","","","","","","","","11.94",",0","17.35",",,,0","6.52",",,,0","","","","","","","","","","","","","","","","","",""
"USW00093820","1873-11","38.0408","-84.6058","298.7","LEXINGTON BLUE GRASS AIRPORT, KY US","","","","","","","","","","","632.5","0","0.0","2,0","11",",0","6",",0","0",",0","","","","","0","1,0","15","1,0","1","1,0","0","1,0","0","1,0","","","","","18731120",",1,0","","","","","","","18731124",",,0","18731111",",1,0","-14.4","1,0,20,","","","","","16.5",",,0,24,","18.3","1,0,11,","637.8","0","394.1","1,0","48.7",",,,0","","","","","","","","","4.32","2,0","8.87","1,,,0","-0.22","1,,,0","","","","","","","","","","","","","","","","","",""
"USW00093820","1873-12","38.0408","-84.6058","298.7","LEXINGTON BLUE GRASS AIRPORT, KY US","","","","","","","","","","","632.5","0","0.0",",0","15",",0","12",",0","1",",0","","","","","0",",0","19",",0","2",",0","0",",0","0",",0","","","","","18731230",",,0","","","","","","","18731212",",,0","18731212",",,0","-9.4",",0,30,","","","","","27.7",",,0,12,","20.0",",0,12,","1080.3","0","442.5",",0","113.9",",,,0","","","","","","","","","4.06",",0","8.22",",,,0","-0.11",",,,0","","","","","","","","","","","","","","","","","",""
"USW00093820","1874-01","38.0408","-84.6058","298.7","LEXINGTON BLUE GRASS AIRPORT, KY US","","","","","","","","","","","0.0","0","0.0",",0","16",",0","10",",0","2",",0","","","","","0",",0","22",",0","6",",0","0",",0","0",",0","","","","","18740116",",,0","","","","","","","18740106",",,0","18740122","+,,0","-17.2",",0,16,","","","","","34.5",",,0,06,","18.3",",0,22,+","1581.2","0","500.9",",0","137.6",",,,0","","","","","","","","","2.17",",0","6.32",",,,0","-1.97",",,,0","","","","","","","","","","","","","","","","","",""
"USW00093820","1874-02","38.0408","-84.6058","298.7","LEXINGTON BLUE GRASS AIRPORT, KY US","","","","","","","","","","","0.0","0","0.0",",0","7",",0","7",",0","3",",0","","","","","0",",0","17",",0","0",",0","1",",0","0",",0","","","","","18740226",",,0","","","","","","","18740222",",,0","18740221",",,0","-6.7",",0,26,","","","","","32.3",",,0,22,","21.7",",0,21,","1998.1","0","416.9",",0","124.3",",,,0","","","","","","","","","3.44",",0","7.34",",,,0","-0.46",",,,0","","","","","","","","","","","","","","","","","",""
"USW00093820","1874-03","38.0408","-84.6058","298.7","LEXINGTON BLUE GRASS AIRPORT, KY US","","","","","","","","","","","0.0","0","0.0",",0","10",",0","10",",0","2",",0","","","","","0",",0","11",",0","0",",0","1",",0","0",",0","","","","","18740324",",,0","","","","","","","18740331",",,0","18740317",",,0","-7.2",",0,24,","","","","","37.3",",,0,31,","21.7",",0,17,","2365.8","0","367.7",",0","150.0",",,,0","","","","","","","","","6.47",",0","11.24",",,,0","1.71",",,,0","","","","","","","","","","","","","","","","","",""
"USW00093820","1874-04","38.0408","-84.6058","298.7","LEXINGTON BLUE GRASS AIRPORT, KY US","","","","","","","","","","","0.0","0","0.0",",0","19",",0","15",",0","2",",0","","","","","0",",0","7",",0","0",",0","1",",0","0",",0","","","","","18740401",",,0","","","","","","","18740415",",,0","18740414",",,0","-3.9",",0,01,","","","","","30.0",",,0,15,","21.1",",0,14,","2677.6","0","311.8",",0","173.1",",,,0","","","","","","","","","7.94",",0","12.65",",,,0","3.23",",,,0","","","","","","","","","","","","","","","","","",""
"USW00093820","1874-05","38.0408","-84.6058","298.7","LEXINGTON BLUE GRASS AIRPORT, KY US","","","","","","","","","","","79.1","0","79.1",",0","6",",0","4",",0","0",",0","","","","","0",",0","0",",0","0",",0","19",",0","0",",0","","","","","18740505",",,0","","","","","","","18740516",",,0","18740531","+,,0","5.0",",0,05,","","","","","10.2",",,0,16,","31.7",",0,31,+","2739.4","0","61.8",",0","20.1",",,,0","","","","","","","","","18.89",",0","24.00",",,,0","13.78",",,,0","","","","","","","","","","","","","","","","","",""
"USW00093820","1874-06","38.0408","-84.6058","298.7","LEXINGTON BLUE GRASS AIRPORT, KY US","","","","","","","","","","","283.4","0","204.3",",0","7",",0","4",",0","2",",0","","","","","0",",0","0",",0","0",",0","30",",0","12",",0","","","","","18740613",",,0","","","","","","","18740626",",,0","18740624",",,0","11.7",",0,13,","","","","","41.9",",,0,26,","35.6",",0,24,","2740.8","0","1.4",",0","90.1",",,,0","","","","","","","","","25.10",",0","30.13",",,,0","20.07",",,,0","","","","","","","","","","","","","","","","","",""
"USW00093820","1874-07","38.0408","-84.6058","298.7","LEXINGTON BLUE GRASS AIRPORT, KY US","","","","","","","","","","","508.8","0","225.4",",0","8",",0","7",",0","2",",0","","","","","0",",0","0",",0","0",",0","31",",0","10",",0","","","","","18740730","+,,0","","","","","","","18740710",",,0","18740708",",,0","15.6",",0,30,+","","","","","81.8",",,0,10,","36.7",",0,08,","0.0","0","0.0",",0","159.1",",,,0","","","","","","","","","25.60",",0","29.79",",,,0","21.42",",,,0","","","","","","","","","","","","","","","","","",""
"USW00093820","1874-08","38.0408","-84.6058","298.7","LEXINGTON BLUE GRASS AIRPORT, KY US","","","","","","","","","","","685.1","0","176.3",",0","7",",0","5",",0","0",",0","","","","","0",",0","0",",0","0",",0","30",",0","6",",0","","","","","18740815",",,0","","","","","","","18740827",",,0","18740812",",,0","15.6",",0,15,","","","","","13.0",",,0,27,","36.1",",0,12,","0.0","0","0.0",",0","40.0",",,,0","","","","","","","","","24.02",",0","28.40",",,,0","19.64",",,,0","","","","","","","","","","","","","","","","","",""
"USW00093820","1874-09","38.0408","-84.6058","298.7","LEXINGTON BLUE GRASS AIRPORT, KY US","","","","","","","","","","","799.0","0","113.9",",0","5",",0","4",",0","0",",0","","","","","0",",0","0",",0","0",",0","25",",0","1",",0","","","","","18740930",",,0","","","","","","","18740926",",,0","18740909",",,0","8.3",",0,30,","","","","","24.4",",,0,26,","32.2",",0,09,","17.5","0","17.5",",0","73.5",",,,0","","","","","","","","","21.55",",0","26.20",",,,0","16.89",",,,0","","","","","","","","","","","","","","","","","",""
"USW00093820","1874-10","38.0408","-84.6058","298.7","LEXINGTON BLUE GRASS AIRPORT, KY US","","","","","","","","","","","802.6","0","3.6",",0","4",",0","2",",0","0",",0","","","","","0",",0","2",",0","0",",0","12",",0","0",",0","","","","","18741031","+,,0","","","","","","","18741023",",,0","18741028","+,,0","-0.6",",0,31,+","","","","","16.5",",,0,23,","25.0",",0,28,+","166.9","0","149.4",",0","23.3",",,,0","","","","","","","","","13.63",",0","18.36",",,,0","8.90",",,,0","","","","","","","","","","","","","","","","","",""
"USW00093820","1874-11","38.0408","-84.6058","298.7","LEXINGTON BLUE GRASS AIRPORT, KY US","","","","","","","","","","","802.6","0","0.0",",0","10",",0","5",",0","2",",0","","","","","0",",0","12",",0","1",",0","3",",0","0",",0","","","","","18741130",",,0","","","","","","","18741122",",,0","18741107",",,0","-13.9",",0,30,","","","","","39.6",",,0,22,","22.8",",0,07,","500.8","0","333.9",",0","108.2",",,,0","","","","","","","","","7.20",",0","12.00",",,,0","2.41",",,,0","","","","","","","","","","","","","","","","","",""
"USW00093820","1874-12","38.0408","-84.6058","298.7","LEXINGTON BLUE GRASS AIRPORT, KY US","","","","","","","","","","","802.6","0","0.0",",0","11",",0","8",",0","1",",0","","","","","0",",0","21",",0","2",",0","0",",0","0",",0","","","","","18741231","+,,0","","","","","","","18741228",",,0","18741228",",,0","-8.3",",0,31,+","","","","","37.1",",,0,28,","17.8",",0,28,","958.4","0","457.6",",0","97.2",",,,0","","","","","","","","","3.57",",0","7.47",",,,0","-0.33",",,,0","","","","","","","","","","","","","","","","","",""
"USW00093820","1875-01","38.0408","-84.6058","298.7","LEXINGTON BLUE GRASS AIRPORT, KY US","","","","","","","","","","","0.0","0","0.0",",0","10",",0","6",",0","0",",0","","","","","3",",0","28",",0","13",",0","0",",0","0",",0","","","","","18750110",",,0","","","","","","","18750102",",,0","18750128",",,0","-23.3",",0,10,","","","","","15.7",",,0,02,","13.9",",0,28,","1613.6","0","655.2",",0","66.3",",,,0","","","","","","","","","-2.80",",0","1.60",",,,0","-7.20",",,,0","","","","","","","","","","","","","","","","","",""
"USW00093820","1875-02","38.0408","-84.6058","298.7","LEXINGTON BLUE GRASS AIRPORT, KY US","","","","","","","","","","","0.0","0","0.0",",0","11",",0","9",",0","1",",0","","","","","1",",0","25",",0","7",",0","1",",0","0",",0","","","","","18750209",",,0","","","","","","","18750223",",,0","18750224",",,0","-20.0",",0,09,","","","","","25.4",",,0,23,","21.1",",0,24,","2166.5","0","552.9",",0","79.2",",,,0","","","","","","","","","-1.41",",0","4.18",",,,0","-7.01",",,,0","","","","","","","","","","","","","","","","","",""
"USW00093820","1875-03","38.0408","-84.6058","298.7","LEXINGTON BLUE GRASS AIRPORT, KY US","","","","","","","","","","","0.3","0","0.3",",0","9",",0","9",",0","2",",0","","","","","0",",0","16",",0","3",",0","2",",0","0",",0","","","","","18750317",",,0","","","","","","","18750315",",,0","18750331",",,0","-9.4",",0,17,","","","","","43.9",",,0,15,","23.9",",0,31,","2557.1","0","390.6",",0","156.9",",,,0","","","","","","","","","5.74",",0","10.54",",,,0","0.95",",,,0","","","","","","","","","","","","","","","","","",""
"USW00093820","1875-04","38.0408","-84.6058","298.7","LEXINGTON BLUE GRASS AIRPORT, KY US","","","","","","","","","","","4.8","0","4.5",",0","10",",0","4",",0","0",",0","","","","","0",",0","8",",0","1",",0","6",",0","0",",0","","","","","18750418",",,0","","","","","","","18750402",",,0","18750408","+,,0","-9.4",",0,18,","","","","","23.1",",,0,02,","25.6",",0,08,+","2823.7","0","266.6",",0","52.3",",,,0","","","","","","","","","9.60",",0","15.01",",,,0","4.18",",,,0","","","","","","","","","","","","","","","","","",""
"USW00093820","1875-05","38.0408","-84.6058","298.7","LEXINGTON BLUE GRASS AIRPORT, KY US","","","","","","","","","","","70.4","0","65.6",",0","6",",0","5",",0","0",",0","","","","","0",",0","0",",0","0",",0","19",",0","0",",0","","","","","18750502",",,0","","","","","","","18750509",",,0","18750528",",,0","1.1",",0,02,","","","","","23.4",",,0,09,","31.1",",0,28,","2915.7","0","92.0",",0","61.7",",,,0","","","","","","","","","17.48",",0","22.47",",,,0","12.49",",,,0","","","","","","","","","","","","","","","","","",""
"USW00093820","1875-06","38.0408","-84.6058","298.7","LEXINGTON BLUE GRASS AIRPORT, KY US","","","","","","","","","","","182.2","0","111.8","2,0","11",",0","11",",0","0",",0","","","","","0","1,0","0","1,0","0","1,0","28","1,0","1","1,0","","","","","18750608",",1,0","","","","","","","18750615",",,0","18750624",",1,0","9.4","1,0,08,","","","","","18.3",",,0,15,","32.2","1,0,24,","2922.4","0","6.7","1,0","105.8",",,,0","","","","","","","","","21.98","2,0","26.37","1,,,0","17.60","1,,,0","","","","","","","","","","","","","","","","","",""
"USW00093820","1875-07","38.0408","-84.6058","298.7","LEXINGTON BLUE GRASS AIRPORT, KY US","","","","","","","","","","","371.7","0","189.5",",0","19",",0","17",",0","4",",0","","","","","0",",0","0",",0","0",",0","31",",0","3",",0","","","","","18750708",",,0","","","","","","","18750712",",,0","18750717",",,0","17.2",",0,08,","","","","","51.3",",,0,12,","33.3",",0,17,","0.0","0","0.0",",0","285.0",",,,0","","","","","","","","","24.45",",0","27.99",",,,0","20.90",",,,0","","","","","","","","","","","","","","","","","",""
"USW00093820","1875-08","38.0408","-84.6058","298.7","LEXINGTON BLUE GRASS AIRPORT, KY US","","","","","","","","","","","477.7","0","106.0",",0","6",",0","3",",0","0",",0","","","","","0",",0","0",",0","0",",0","31",",0","0",",0","","","","","18750820",",,0","","","","","","","18750803",",,0","18750831",",,0","12.8",",0,20,","","","","","4.8",",,0,03,","30.0",",0,31,","0.6","0","0.6",",0","15.8",",,,0","","","","","","","","","21.73",",0","26.07",",,,0","17.39",",,,0","","","","","","","","","","","","","","","","","",""
"USW00093820","1875-09","38.0408","-84.6058","298.7","LEXINGTON BLUE GRASS AIRPORT, KY US","","","","","","","","","","","549.2","0","71.5",",0","5",",0","3",",0","1",",0","","","","","0",",0","0",",0","0",",0","17",",0","1",",0","","","","","18750923",",,0","","","","","","","18750918",",,0","18750902",",,0","3.3",",0,23,","","","","","27.9",",,0,18,","32.2",",0,02,","87.9","0","87.3",",0","43.6",",,,0","","","","","","","","","17.81",",0","22.78",",,,0","12.84",",,,0","","","","","","","","","","","","","","","","","",""
"USW00093820","1875-10","38.0408","-84.6058","298.7","LEXINGTON BLUE GRASS AIRPORT, KY US","","","","","","","","","","","549.5","0","0.3",",0","7",",0","5",",0","0",",0","","","","","0",",0","5",",0","0",",0","7",",0","0",",0","","","","","18751012",",,0","","","","","","","18751030",",,0","18751005",",,0","-1.7",",0,12,","","","","","21.8",",,0,30,","25.6",",0,05,","313.0","0","225.1",",0","60.1",",,,0","","","","","","","","","11.08",",0","16.60",",,,0","5.57",",,,0","","","","","","","","","","","","","","","","","",""
"USW00093820","1875-11","38.0408","-84.6058","298.7","LEXINGTON BLUE GRASS AIRPORT, KY US","","","","","","","","","","","549.5","0","0.0",",0","14",",0","10",",0","2",",0","","","","","0",",0","11",",0","0",",0","0",",0","0",",0","","","","","18751130",",,0","","","","","","","18751123",",,0","18751103","+,,0","-8.3",",0,30,","","","","","52.1",",,0,23,","17.8",",0,03,+","677.5","0","364.5",",0","149.3",",,,0","","","","","","","","","6.18",",0","10.71",",,,0","1.65",",,,0","","","","","","","","","","","","","","","","","",""
"USW00093820","1875-12","38.0408","-84.6058","298.7","LEXINGTON BLUE GRASS AIRPORT, KY US","","","","","","","","","","","549.5","0","0.0",",0","12",",0","6",",0","1",",0","","","","","0",",0","13",",0","2",",0","1",",0","0",",0","","","","","18751218",",,0","","","","","","","18751226",",,0","18751231",",,0","-16.7",",0,18,","","","","","57.4",",,0,26,","21.7",",0,31,","1062.5","0","385.0",",0","93.7",",,,0","","","","","","","","","5.91",",0","9.70",",,,0","2.13",",,,0","","","","","","","","","","","","","","","","","",""
"USW00093820","1876-01","38.0408","-84.6058","298.7","LEXINGTON BLUE GRASS AIRPORT, KY US","","","","","","","","","","","0.0","","0.0",",0","11",",0","9",",0","2",",0","","","","","0",",0","16",",0","4",",0","0",",0","0",",0","","","","","18760113",",,0","","","","","","","18760123",",,0","18760128","+,,0","-11.7",",0,13,","","","","","37.6",",,0,23,","20.0",",0,28,+","1477.0","","414.5",",0","154.0",",,,0","","","","","","","","","4.96",",0","9.71",",,,0","0.22",",,,0","","","","","","","","","","","","","","","","","",""
"USW00093820","1876-02","38.0408","-84.6058","298.7","LEXINGTON BLUE GRASS AIRPORT, KY US","","","","","","","","","","","0.0","","0.0",",0","11",",0","7",",0","0",",0","","","","","0",",0","17",",0","4",",0","0",",0","0",",0","","","","","18760202",",,0","","","","","","","18760211",",,0","18760211","+,,0","-15.6",",0,02,","","","","","12.7",",,0,11,","19.4",",0,11,+","1903.7","","426.7",",0","42.2",",,,0","","","","","","","","","3.62",",0","8.71",",,,0","-1.47",",,,0","","","","","","","","","","","","","","","","","",""
"USW00093820","1876-03","38.0408","-84.6058","298.7","LEXINGTON BLUE GRASS AIRPORT, KY US","","","","","","","","","","","0.6","","0.6",",0","15",",0","9",",0","0",",0","","","","","0",",0","18",",0","4",",0","2",",0","0",",0","","","","","18760322",",,0","","","","","","","18760324",",,0","18760311",",,0","-11.1",",0,22,","","","","","20.6",",,0,24,","23.9",",0,11,","2347.4","","443.7",",0","92.4",",,,0","","","","","","","","","4.04",",0","8.99",",,,0","-0.92",",,,0","","","","","","","","","","","","","","","","","",""
"USW00093820","1876-04","38.0408","-84.6058","298.7","LEXINGTON BLUE GRASS AIRPORT, KY US","","","","","","","","","","","2.6","","2.0",",0","10",",0","6",",0","1",",0","","","","","0",",0","0",",0","0",",0","7",",0","0",",0","","","","","18760406","+,,0","","","","","","","18760413",",,0","18760427","+,,0","0.6",",0,06,+","","","","","55.9",",,0,13,","25.0",",0,27,+","2558.2","","210.8",",0","106.7",",,,0","","","","","","","","","11.37",",0","16.71",",,,0","6.03",",,,0","","","","","","","","","","","","","","","","","",""
"USW00093820","1876-05","38.0408","-84.6058","298.7","LEXINGTON BLUE GRASS AIRPORT, KY US","","","","","","","","","","","71.7","","69.1",",0","12",",0","6",",0","0",",0","","","","","0",",0","1",",0","0",",0","20",",0","0",",0","","","","","18760501",",,0","","","","","","","18760521",",,0","18760530","+,,0","-1.1",",0,01,","","","","","14.0",",,0,21,","30.0",",0,30,+","2631.3","","73.1",",0","54.9",",,,0","","","","","","","","","18.20",",0","23.33",",,,0","13.08",",,,0","","","","","","","","","","","","","","","","","",""
"USW00093820","1876-06","38.0408","-84.6058","298.7","LEXINGTON BLUE GRASS AIRPORT, KY US","","","","","","","","","","","189.2","","117.5",",0","15",",0","8",",0","1",",0","","","","","0",",0","0",",0","0",",0","27",",0","0",",0","","","","","18760618",",,0","","","","","","","18760623",",,0","18760627","+,,0","10.6",",0,18,","","","","","27.7",",,0,23,","31.1",",0,27,+","2638.4","","7.1",",0","105.0",",,,0","","","","","","","","","22.01",",0","26.43",",,,0","17.60",",,,0","","","","","","","","","","","","","","","","","",""
"USW00093820","1876-07","38.0408","-84.6058","298.7","LEXINGTON BLUE GRASS AIRPORT, KY US","","","","","","","","","","","381.6","","192.4","2,0","14",",0","11",",0","0",",0","","","","","0","2,0","0","2,0","0","2,0","29","2,0","8","2,0","","","","","18760725",",2,0","","","","","","","18760706",",,0","18760719",",2,0","12.8","2,0,25,","","","","","22.9",",,0,06,","33.3","2,0,19,","0.6","","0.6","2,0","97.7",",,,0","","","","","","","","","24.95","2,0","29.72","2,,,0","20.17","2,,,0","","","","","","","","","","","","","","","","","",""
"USW00093820","1887-11","38.0408","-84.6058","298.7","LEXINGTON BLUE GRASS AIRPORT, KY US","","","","","","","","","","","","","0.0",",0","8",",0","5",",0","0",",0","","","1",",0","0",",0","13",",0","3",",0","3",",0","0",",0","","","","","18871128",",,0","","","18871127",",,0","","","18871123",",,0","18871126",",,0","-14.4",",0,28,","","","64",",,0,27,","24.1",",,0,23,","22.2",",0,26,","","","351.9",",0","76.7",",,,0","","","","","","","69",",,,0","6.60",",0","12.56",",,,0","0.65",",,,0","","","","","","","","","","","","","","","","","",""
"USW00093820","1887-12","38.0408","-84.6058","298.7","LEXINGTON BLUE GRASS AIRPORT, KY US","","","","","","","","","","","","","0.0",",0","12",",0","8",",0","1",",0","","","1",",0","0",",0","21",",0","3",",0","0",",0","0",",0","","","","","18871229",",,0","","","18871217",",,0","","","18871231",",,0","18871203",",,0","-16.1",",0,29,","","","71",",,0,17,","31.5",",,0,31,","15.6",",0,03,","","","511.4",",0","68.8",",,,0","","","","","","","74",",,,0","1.84",",0","6.56",",,,0","-2.89",",,,0","","","","","","","","","","","","","","","","","",""
"USW00093820","1888-01","38.0408","-84.6058","298.7","LEXINGTON BLUE GRASS AIRPORT, KY US","","","","","","","","","","","0.0","0","0.0",",0","13",",0","9",",0","1",",0","","","2",",0","0",",0","25",",0","10",",0","0",",0","0",",0","","","","","18880119",",,0","","","18880109",",,0","","","18880107",",,0","18880106",",,0","-15.0",",0,19,","","","71",",,0,09,","29.2",",,0,07,","20.0",",0,06,","","","566.0",",0","111.5",",,,0","","","","","","","104",",,,0","0.07",",0","5.09",",,,0","-4.95",",,,0","","","","","","","","","","","","","","","","","",""
