"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LX01","LX01_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MX01","MX01_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00409219","1993-07","36.39244","-89.03168","97.8","UNION CITY, TN US","532.7","0","298.2",",0","5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","29",",0","","","19930730",",,0","19930731","+,,0","19930731","+,,0","4","","19930723",",,0","19930727",",,0","17.2",",0,30,","0",",,0,31,+","0",",,0,31,+","9.4",",,0,23,","36.7",",0,27,","0.0","0","  28.3",",,,0,0,2","0.0",",0","  35.0",",,,0,0,2","  26.1",",,,0,0,2","  27.2",",,,0,0,2","  27.1",",,,0,0,2","  32.5",",,,0,0,2","12.5",",,,0","0",",,,0","27.95",",0","34.00",",,,0","21.90",",,,0"
"USC00409219","1993-08","36.39244","-89.03168","97.8","UNION CITY, TN US","760.5","0","227.8",",0","8",",0","6",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","20",",0","3","","19930808","+,,0","19930831","+,,0","19930831","+,,0","7","","19930813",",,0","19930827","+,,0","14.4",",0,08,+","0",",,0,31,+","0",",,0,31,+","30.5",",,0,13,","35.6",",0,27,+","0.0","0","  27.8",",,,0,0,2","0.0",",0","  32.8",",,,0,0,2","  21.7",",,,0,0,2","  26.7",",,,0,0,2","  25.5",",,,0,0,2","  30.9",",,,0,0,2","110.5",",,,0","0",",,,0","25.68",",0","32.06",",,,0","19.31",",,,0"
"USC00409219","1993-09","36.39244","-89.03168","97.8","UNION CITY, TN US","830.5","0","70.0",",0","15",",0","6",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","26",",0","2",",0","1","","19930930",",,0","19930930","+,,0","19930930","+,,0","3","","19930915",",,0","19930903","+,,0","3.9",",0,30,","0",",,0,30,+","0",",,0,30,+","25.1",",,0,15,","32.2",",0,03,+","31.9","0","  25.6",",,,0,0,2","31.9",",0","  30.6",",,,0,0,2","  16.1",",,,0,0,2","  20.6",",,,0,0,2","  20.9",",,,0,0,2","  25.3",",,,0,0,2","77.7",",,,0","0",",,,0","19.61",",0","26.11",",,,0","13.10",",,,0"
"USC00409219","1993-10","36.39244","-89.03168","97.8","UNION CITY, TN US","838.9","0","8.4",",0","11",",0","7",",0","1",",0","1","1,0","1",",0","0",",0","4",",0","0",",0","16",",0","0",",0","1","","19931031","+,,0","19931030",",1,0","19931030",",,0","3","","19931020",",,0","19931007",",,0","-1.1",",0,31,+","25","1,,0,30,","38",",,0,30,","32.0",",,0,20,","28.3",",0,07,","191.9","0","  18.9","1,,,0,0,2","160.0",",0","  21.7",",,,0,0,2","   7.8","1,,,0,0,2","  11.7",",,,0,0,2","  14.6","1,,,0,0,2","  18.1",",,,0,0,2","100.5",",,,0","38",",,,0","13.44",",0","20.48",",,,0","6.41",",,,0"
"USC00409219","1993-11","36.39244","-89.03168","97.8","UNION CITY, TN US","841.1","0","2.2",",0","15",",0","6",",0","3",",0","0",",0","0",",0","0",",0","16",",0","0",",0","2",",0","0",",0","","","19931107",",,0","19931130","+,,0","19931130","+,,0","2","","19931117",",,0","19931115",",,0","-8.3",",0,07,","0",",,0,30,+","0",",,0,30,+","60.2",",,0,17,","23.9",",0,15,","542.7","0","  14.4","1,,,0,0,2","350.8",",0","  16.1","1,,,0,0,2","   3.3","1,,,0,0,2","   6.1","1,,,0,0,2","   7.8","1,,,0,0,2","  11.3","1,,,0,0,2","159.1",",,,0","0",",,,0","6.72",",0","12.35",",,,0","1.08",",,,0"
"USC00409219","1993-12","36.39244","-89.03168","97.8","UNION CITY, TN US","841.1","0","0.0",",0","11",",0","7",",0","1",",0","0",",0","0",",0","0",",0","21",",0","3",",0","0",",0","0",",0","","","19931231","+,,0","19931225",",,0","19931225",",,0","","","19931204",",,0","19931202",",,0","-8.9",",0,31,+","0",",T,0,25,","3",",,0,25,","57.7",",,0,04,","17.2",",0,02,","996.7","0","   8.3",",,,0,0,2","454.0",",0","  16.1",",,,0,0,2","  -0.6",",,,0,0,2","   0.6",",,,0,0,2","   4.0",",,,0,0,2","   6.7",",,,0,0,2","131.0",",,,0","3",",,,0","3.69",",0","7.98",",,,0","-0.60",",,,0"
"USC00409219","1994-01","36.39244","-89.03168","97.8","UNION CITY, TN US","0.0","0","0.0",",0","17",",0","6",",0","2",",0","7","2,0","1",",0","4",",0","22",",0","11",",0","0",",0","0",",0","1","","19940121",",,0","19940120","+,2,0","19940117",",,0","2","","19940117",",,0","19940128",",,0","-20.0",",0,21,","102","2,,0,20,+","102",",,0,17,","38.9",",,0,17,","16.1",",0,28,","1603.6","0","   7.2","2,,,0,0,2","606.9",",0","   8.9","2,,,0,0,2","  -1.1","2,,,0,0,2","  -1.1","2,,,0,0,2","   0.8","2,,,0,0,2","   3.1","2,,,0,0,2","122.4",",,,0","119",",,,0","-1.25",",0","2.92",",,,0","-5.41",",,,0"
"USC00409219","1994-02","36.39244","-89.03168","97.8","UNION CITY, TN US","0.0","0","0.0",",0","12",",0","6",",0","2",",0","3",",0","1","1,0","0",",0","22",",0","4",",0","2",",0","0",",0","","","19940202","+,,0","19940212","+,,0","19940210",",1,0","1","","19940223",",,0","19940220","+,,0","-8.9",",0,02,+","25",",,0,12,+","25","1,,0,10,","34.8",",,0,23,","21.7",",0,20,+","2005.7","0","  10.6","1,,,0,0,2","402.1",",0","  12.8","1,,,0,0,2","   0.0","1,,,0,0,2","   1.7","1,,,0,0,2","   3.2","1,,,0,0,2","   6.7","1,,,0,0,2","106.1",",,,0","25","1,,,0","3.97",",0","9.60",",,,0","-1.66",",,,0"
"USC00409219","1994-03","36.39244","-89.03168","97.8","UNION CITY, TN US","0.0","0","0.0",",0","14",",0","7",",0","3",",0","2",",0","2",",0","0",",0","10",",0","1",",0","6",",0","0",",0","","","19940310",",,0","19940310","+,,0","19940309",",,0","5","","19940327",",,0","19940324",",,0","-4.4",",0,10,","25",",,0,10,+","152",",,0,09,","51.3",",,0,27,","25.6",",0,24,","2316.6","0","  10.0",",,,0,0,2","310.9",",0","  13.9",",,,0,0,2","   1.7",",,,0,0,2","   4.4",",,,0,0,2","   6.7",",,,0,0,2","  11.0",",,,0,0,2","143.6",",,,0","190",",,,0","8.30",",0","14.71",",,,0","1.90",",,,0"
"USC00409219","1994-04","36.39244","-89.03168","97.8","UNION CITY, TN US","25.1","0","25.1","2,0","13",",0","9",",0","2",",0","0",",0","0",",0","0","1,0","4","1,0","0","1,0","19","1,0","0","1,0","","","19940407",",1,0","19940430","+,,0","19940430","+,,0","6","","19940428",",,0","19940428",",1,0","-2.2","1,0,07,","0",",,0,30,+","0",",,0,30,+","83.3",",,0,28,","31.1","1,0,28,","2421.5","0","  18.9",",,,0,0,2","104.9","1,0","  24.4",",,,0,0,2","   7.2",",,,0,0,2","  11.7",",,,0,0,2","  13.5",",,,0,0,2","  18.2",",,,0,0,2","209.3",",,,0","0",",,,0","15.46","2,0","22.12","1,,,0","8.79","1,,,0"
"USC00409219","1994-05","36.39244","-89.03168","97.8","UNION CITY, TN US","55.2","0","30.1",",0","10",",0","6",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","25",",0","0",",0","","","19940502",",,0","19940531","+,,0","19940531","+,,0","1","","19940515","+,,0","19940526","+,,0","5.6",",0,02,","0",",,0,31,+","0",",,0,31,+","6.1",",,0,15,+","30.0",",0,26,+","2477.3","0","  21.1",",,,0,0,2","55.8",",0","  26.1",",,,0,0,2","  13.9",",,,0,0,2","  17.8",",,,0,0,2","  17.4",",,,0,0,2","  23.1",",,,0,0,2","34.2",",,,0","0",",,,0","17.50",",0","24.00",",,,0","11.01",",,,0"
"USC00409219","1994-06","36.39244","-89.03168","97.8","UNION CITY, TN US","267.1","0","211.9",",0","14",",0","7",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","10",",0","1","","19940604",",,0","19940630","+,,0","19940630","+,,0","8","","19940626",",,0","19940622","+,,0","16.7",",0,04,","0",",,0,30,+","0",",,0,30,+","41.7",",,0,26,","35.0",",0,22,+","2477.3","0","  26.7","1,,,0,0,2","0.0",",0","  33.9","1,,,0,0,2","  20.6","1,,,0,0,2","  26.7","1,,,0,0,2","  23.7","1,,,0,0,2","  29.5","1,,,0,0,2","141.0",",,,0","0",",,,0","25.40",",0","30.79",",,,0","20.00",",,,0"
"USC00409219","1994-07","36.39244","-89.03168","97.8","UNION CITY, TN US","475.8","0","208.7",",0","11",",0","7",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","6",",0","","","19940730","+,,0","19940731","+,,0","19940731","+,,0","3","","19940704",",,0","19940707",",,0","13.3",",0,30,+","0",",,0,31,+","0",",,0,31,+","39.1",",,0,04,","33.3",",0,07,","0.0","0","  27.8",",,,0,0,2","0.0",",0","  32.2",",,,0,0,2","  22.2",",,,0,0,2","  27.2",",,,0,0,2","  25.9",",,,0,0,2","  30.5",",,,0,0,2","115.4",",,,0","0",",,,0","25.07",",0","30.29",",,,0","19.85",",,,0"
"USC00409219","1994-08","36.39244","-89.03168","97.8","UNION CITY, TN US","626.1","0","150.3",",0","2",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","9",",0","2","","19940806",",,0","19940831","+,,0","19940831","+,,0","1","","19940805",",,0","19940831",",,0","10.6",",0,06,","0",",,0,31,+","0",",,0,31,+","7.4",",,0,05,","33.9",",0,31,","0.0","0","  26.7",",,,0,0,2","0.0",",0","  31.1",",,,0,0,2","  21.7",",,,0,0,2","  27.2",",,,0,0,2","  23.7",",,,0,0,2","  29.1",",,,0,0,2","10.4",",,,0","0",",,,0","23.18",",0","30.14",",,,0","16.22",",,,0"
"USC00409219","1994-09","36.39244","-89.03168","97.8","UNION CITY, TN US","685.1","0","59.0",",0","7",",0","5",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","25",",0","0",",0","","","19940929",",,0","19940930","+,,0","19940930","+,,0","1","","19940902",",,0","19940914","+,,0","6.1",",0,29,","0",",,0,30,+","0",",,0,30,+","73.9",",,0,02,","31.7",",0,14,+","26.8","0","  24.4",",,,0,0,2","26.8",",0","  28.9",",,,0,0,2","  16.1",",,,0,0,2","  20.0",",,,0,0,2","  20.3",",,,0,0,2","  24.7",",,,0,0,2","156.6",",,,0","0",",,,0","19.41",",0","26.47",",,,0","12.34",",,,0"
"USC00409219","1994-11","36.39244","-89.03168","97.8","UNION CITY, TN US","","","4.4",",0","11",",0","5",",0","0",",0","0",",0","0",",0","0",",0","5",",0","0",",0","9",",0","0",",0","","","19941125","+,,0","19941130","+,,0","19941130","+,,0","3","","19941127",",,0","19941104",",,0","-3.3",",0,25,+","0",",,0,30,+","0",",,0,30,+","22.1",",,0,27,","26.7",",0,04,","","","  15.6",",,,0,0,2","200.8",",0","  17.2",",,,0,0,2","   5.0",",,,0,0,2","   8.3",",,,0,0,2","  10.4",",,,0,0,2","  13.1",",,,0,0,2","77.1",",,,0","0",",,,0","11.79",",0","17.24",",,,0","6.33",",,,0"
"USC00409219","1994-12","36.39244","-89.03168","97.8","UNION CITY, TN US","","","0.0",",0","13",",0","6",",0","2",",0","0",",0","0",",0","0",",0","17",",0","1",",0","0",",0","0",",0","","","19941213","+,,0","19941231","+,,0","19941231","+,,0","","","19941210",",,0","19941223","+,,0","-5.6",",0,13,+","0",",,0,31,+","0",",,0,31,+","47.5",",,0,10,","16.1",",0,23,+","","","  11.1","2,,,0,0,2","387.8",",0","  15.6","1,,,0,0,2","   1.1","2,,,0,0,2","   3.3","1,,,0,0,2","   4.9","2,,,0,0,2","   7.7","1,,,0,0,2","114.4",",,,0","0",",,,0","5.82",",0","10.72",",,,0","0.93",",,,0"
"USC00409219","1995-01","36.39244","-89.03168","97.8","UNION CITY, TN US","0.0","0","0.0",",0","15",",0","6",",0","2",",0","0",",0","0",",0","0",",0","22",",0","1",",0","1",",0","0",",0","","","19950106","+,,0","19950131","+,,0","19950104",",,0","1","","19950119",",,0","19950113",",,0","-12.8",",0,06,+","0",",,0,31,+","0",",T,0,04,","36.3",",,0,19,","21.1",",0,13,","","","  10.6","2,,,0,0,2","477.6",",0","  12.8","2,,,0,0,2","  -1.1","2,,,0,0,2","   0.0","2,,,0,0,2","   2.5","2,,,0,0,2","   5.2","2,,,0,0,2","111.9",",,,0","0",",T,,0","2.93",",0","7.57",",,,0","-1.72",",,,0"
"USC00409219","1995-02","36.39244","-89.03168","97.8","UNION CITY, TN US","0.0","0","0.0",",0","9",",0","2",",0","1",",0","1",",0","1",",0","0",",0","21",",0","4",",0","1",",0","0",",0","","","19950212",",,0","19950207",",,0","19950207",",,0","1","","19950215",",,0","19950223",",,0","-12.2",",0,12,","25",",,0,07,","25",",,0,07,","34.0",",,0,15,","21.1",",0,23,","","","   7.8","3,,,0,0,2","419.0",",0","   9.4","3,,,0,0,2","  -2.2","3,,,0,0,2","  -1.1","3,,,0,0,2","   1.8","3,,,0,0,2","   5.1","3,,,0,0,2","65.1",",,,0","25",",,,0","3.37",",0","9.46",",,,0","-2.73",",,,0"
"USC00409219","1995-03","36.39244","-89.03168","97.8","UNION CITY, TN US","3.4","0","3.4",",0","7",",0","6",",0","0",",0","0",",0","0",",0","0",",0","7",",0","0",",0","14",",0","0",",0","","","19950310","+,,0","19950303",",,0","19950303",",,0","5","","19950305",",,0","19950320",",,0","-4.4",",0,10,+","0",",T,0,03,","3",",,0,03,","16.3",",,0,05,","27.8",",0,20,","","","  12.2",",,,0,0,2","238.7",",0","  17.2",",,,0,0,2","   1.1",",,,0,0,2","   3.9",",,,0,0,2","   7.7",",,,0,0,2","  12.6",",,,0,0,2","46.3",",,,0","3",",,,0","10.74",",0","17.56",",,,0","3.92",",,,0"
"USC00409219","1995-04","36.39244","-89.03168","97.8","UNION CITY, TN US","26.7","0","23.3",",0","10",",0","5",",0","2",",0","0",",0","0",",0","0",",0","2",",0","0",",0","18",",0","0",",0","","","19950401",",,0","19950430","+,,0","19950430","+,,0","3","","19950420",",,0","19950411",",,0","-2.2",",0,01,","0",",,0,30,+","0",",,0,30,+","47.2",",,0,20,","30.6",",0,11,","","","  17.8",",,,0,0,2","130.3",",0","  25.0",",,,0,0,2","   8.9",",,,0,0,2","  13.3",",,,0,0,2","  13.1",",,,0,0,2","  19.4",",,,0,0,2","115.7",",,,0","0",",,,0","14.77",",0","22.10",",,,0","7.44",",,,0"
"USC00409219","1995-05","36.39244","-89.03168","97.8","UNION CITY, TN US","110.8","0","84.1",",0","15",",0","8",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","25",",0","0",",0","","","19950502",",,0","19950531","+,,0","19950531","+,,0","5","","19950501",",,0","19950515",",,0","6.1",",0,02,","0",",,0,31,+","0",",,0,31,+","26.2",",,0,01,","31.7",",0,15,","","","  21.7",",,,0,0,2","37.1",",0","  26.1",",,,0,0,2","  10.6",",,,0,0,2","  14.4",",,,0,0,2","  18.0",",,,0,0,2","  22.0",",,,0,0,2","114.7",",,,0","0",",,,0","19.85",",0","25.25",",,,0","14.45",",,,0"
"USC00409219","1995-06","36.39244","-89.03168","97.8","UNION CITY, TN US","261.3","0","150.5","1,0","13",",0","6",",0","2",",0","0",",0","0",",0","0","1,0","0","1,0","0","1,0","29","1,0","3","1,0","","","19950614",",1,0","19950630","+,,0","19950630","+,,0","5","","19950629",",,0","19950610","+,1,0","12.2","1,0,14,","0",",,0,30,+","0",",,0,30,+","34.3",",,0,29,","33.3","1,0,10,+","","","  25.6",",,,0,0,2","0.0","1,0","  30.6",",,,0,0,2","  20.0",",,,0,0,2","  22.8",",,,0,0,2","  21.8",",,,0,0,2","  27.3",",,,0,0,2","106.8",",,,0","0",",,,0","23.52","1,0","29.64","1,,,0","17.41","1,,,0"
"USC00409219","1995-07","36.39244","-89.03168","97.8","UNION CITY, TN US","474.5","0","213.2",",0","13",",0","11",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","13",",0","1","","19950702",",,0","19950731","+,,0","19950731","+,,0","11","","19950704",",,0","19950714",",,0","14.4",",0,02,","0",",,0,31,+","0",",,0,31,+","20.6",",,0,04,","35.6",",0,14,","0.0","0","  27.2",",,,0,0,2","0.0",",0","  36.7",",,,0,0,2","  20.0",",,,0,0,2","  23.9",",,,0,0,2","  23.2",",,,0,0,2","  30.0",",,,0,0,2","124.6",",,,0","0",",,,0","25.21",",0","31.01",",,,0","19.41",",,,0"
"USC00409219","1995-08","36.39244","-89.03168","97.8","UNION CITY, TN US","740.5","0","266.0",",0","8",",0","4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","24",",0","2","","19950823",",,0","19950831","+,,0","19950831","+,,0","6","","19950805",",,0","19950820",",,0","16.7",",0,23,","0",",,0,31,+","0",",,0,31,+","53.8",",,0,05,","36.1",",0,20,","0.0","0","  28.9",",,,0,0,2","0.0",",0","  35.6",",,,0,0,2","  23.3",",,,0,0,2","  27.2",",,,0,0,2","  25.9",",,,0,0,2","  32.7",",,,0,0,2","80.0",",,,0","0",",,,0","26.91",",0","32.82",",,,0","21.01",",,,0"
"USC00409219","1995-09","36.39244","-89.03168","97.8","UNION CITY, TN US","817.2","0","76.7",",0","4",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","26",",0","3",",0","2","","19950925","+,,0","19950930","+,,0","19950930","+,,0","","","19950917",",,0","19950901",",,0","3.3",",0,25,+","0",",,0,30,+","0",",,0,30,+","18.8",",,0,17,","34.4",",0,01,","35.6","0","  27.2",",,,0,0,2","35.6",",0","  34.4",",,,0,0,2","  13.9",",,,0,0,2","  19.4",",,,0,0,2","  20.4",",,,0,0,2","  26.9",",,,0,0,2","34.3",",,,0","0",",,,0","19.70",",0","26.78",",,,0","12.62",",,,0"
"USC00409219","1995-10","36.39244","-89.03168","97.8","UNION CITY, TN US","823.4","0","6.2","1,0","5",",0","3",",0","1",",0","0",",0","0",",0","0","1,0","2","1,0","0",",0","20",",0","0",",0","1","","19951026","+,1,0","19951031","+,,0","19951031","+,,0","1","","19951027",",,0","19951001",",,0","-1.7","1,0,26,+","0",",,0,31,+","0",",,0,31,+","48.3",",,0,27,","28.9",",0,01,","151.2","0","  19.4",",,,0,0,2","115.6",",0","  25.6",",,,0,0,2","   8.3",",,,0,0,2","  12.8",",,,0,0,2","  13.6",",,,0,0,2","  19.5",",,,0,0,2","86.4",",,,0","0",",,,0","14.74","1,0","22.51",",,,0","6.96","1,,,0"
"USC00409219","1995-11","36.39244","-89.03168","97.8","UNION CITY, TN US","823.4","0","0.0",",0","12",",0","6",",0","3",",0","1",",0","0",",0","0",",0","19",",0","0",",0","1",",0","0",",0","","","19951122",",,0","19951115",",,0","19951116","+,,0","4","","19951107",",,0","19951103",",,0","-5.0",",0,22,","25",",,0,15,","13",",,0,16,+","55.1",",,0,07,","23.3",",0,03,","531.9","0","  14.4",",,,0,0,2","380.7",",0","  17.2",",,,0,0,2","   1.1",",,,0,0,2","   4.4",",,,0,0,2","   4.5",",,,0,0,2","   9.1",",,,0,0,2","137.4",",,,0","26",",,,0","5.64",",0","11.70",",,,0","-0.42",",,,0"
"USC00409219","1995-12","36.39244","-89.03168","97.8","UNION CITY, TN US","823.4","0","0.0",",0","9",",0","5",",0","0",",0","0",",0","0","1,0","0",",0","21",",0","7",",0","0",",0","0",",0","","","19951211","+,,0","19951224",",,0","19951224",",1,0","","","19951218",",,0","19951215",",,0","-13.9",",0,11,+","0",",T,0,24,","0","1,T,0,24,","15.2",",,0,18,","20.0",",0,15,","1019.2","0","   8.9","2,,,0,0,2","487.3",",0","  11.1","3,,,0,0,2","  -2.8","2,,,0,0,2","  -1.1","3,,,0,0,2","   1.8","2,,,0,0,2","   5.1","3,,,0,0,2","49.5",",,,0","0","1,T,,0","2.61",",0","7.81",",,,0","-2.58",",,,0"
"USC00409219","1996-01","36.39244","-89.03168","97.8","UNION CITY, TN US","0.0","0","0.0",",0","15",",0","10",",0","2",",0","3",",0","2",",0","0",",0","23",",0","6",",0","1",",0","0",",0","","","19960109","+,,0","19960107",",,0","19960107",",,0","","","19960124",",,0","19960118",",,0","-15.6",",0,09,+","76",",,0,07,","64",",,0,07,","35.3",",,0,24,","21.1",",0,18,","1546.3","0","   3.9","3,,,0,0,2","527.1",",0","  10.6","2,,,0,0,2","  -1.7","3,,,0,0,2","  -1.1","2,,,0,0,2","   0.1","3,,,0,0,2","   2.9","2,,,0,0,2","109.5",",,,0","102",",,,0","1.33",",0","6.35",",,,0","-3.69",",,,0"
"USC00409219","1996-02","36.39244","-89.03168","97.8","UNION CITY, TN US","1.1","0","1.1",",0","5",",0","3",",0","0",",0","2","2,0","1",",0","3",",0","18",",0","6",",0","5",",0","0",",0","4","","19960205","+,,0","19960217","+,2,0","19960216",",,0","1","","19960220",",,0","19960224",",,0","-18.3",",0,05,+","25","2,,0,17,+","25",",,0,16,","18.0",",,0,20,","25.0",",0,24,","1985.5","0","   7.2","2,,,0,0,2","439.2",",0","  12.2","2,,,0,0,2","  -5.6","2,,,0,0,2","  -2.8","2,,,0,0,2","   0.6","2,,,0,0,2","   3.6","2,,,0,0,2","49.9",",,,0","25",",,,0","3.23",",0","9.54",",,,0","-3.09",",,,0"
"USC00409219","1996-03","36.39244","-89.03168","97.8","UNION CITY, TN US","1.1","0","0.0",",0","11",",0","6",",0","0",",0","0",",0","0",",0","0",",0","19",",0","2",",0","3",",0","0",",0","2","","19960309","+,,0","19960307",",,0","19960321",",,0","3","","19960325",",,0","19960325",",,0","-11.1",",0,09,+","0",",T,0,07,","8",",,0,21,","19.3",",,0,25,","22.2",",0,25,","2380.6","0","   7.8","2,,,0,0,2","395.1",",0","  13.3","2,,,0,0,2","  -2.2","2,,,0,0,2","  -1.1","2,,,0,0,2","   2.3","2,,,0,0,2","   6.6","2,,,0,0,2","77.1",",,,0","8",",,,0","5.59",",0","11.60",",,,0","-0.43",",,,0"
"USC00409219","1996-04","36.39244","-89.03168","97.8","UNION CITY, TN US","9.2","0","8.1","1,0","14",",0","7",",0","1",",0","0",",0","0",",0","0","1,0","7","1,0","0",",0","13",",0","0",",0","","","19960408","+,1,0","19960430","+,,0","19960430","+,,0","3","","19960429",",,0","19960420",",,0","-2.2","1,0,08,+","0",",,0,30,+","0",",,0,30,+","37.3",",,0,29,","30.0",",0,20,","2568.8","0","  16.1","1,,,0,0,2","188.2",",0","  20.6","1,,,0,0,2","   2.8","1,,,0,0,2","   6.1","1,,,0,0,2","   8.7","1,,,0,0,2","  15.1","1,,,0,0,2","95.8",",,,0","0",",,,0","12.03","1,0","19.12",",,,0","4.94","1,,,0"
"USC00409219","1996-05","36.39244","-89.03168","97.8","UNION CITY, TN US","125.1","0","115.9",",0","11",",0","7",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","26",",0","4",",0","","","19960501",",,0","19960531","+,,0","19960531","+,,0","6","","19960528",",,0","19960525",",,0","5.6",",0,01,","0",",,0,31,+","0",",,0,31,+","26.4",",,0,28,","33.9",",0,25,","2596.7","0","  25.6",",,,0,0,2","27.9",",0","  33.9",",,,0,0,2","  10.0",",,,0,0,2","  16.7",",,,0,0,2","  17.6",",,,0,0,2","  24.6",",,,0,0,2","122.9",",,,0","0",",,,0","21.17",",0","26.59",",,,0","15.75",",,,0"
"USC00409219","1996-06","36.39244","-89.03168","97.8","UNION CITY, TN US","303.5","0","178.4",",0","11",",0","9",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","12",",0","","","19960604",",,0","19960630","+,,0","19960630","+,,0","6","","19960610",",,0","19960623",",,0","12.8",",0,04,","0",",,0,30,+","0",",,0,30,+","64.3",",,0,10,","35.6",",0,23,","2597.5","0","  26.1",",,,0,0,2","0.8",",0","  36.7",",,,0,0,2","  16.1",",,,0,0,2","  18.9",",,,0,0,2","  21.4",",,,0,0,2","  29.3",",,,0,0,2","192.2",",,,0","0",",,,0","24.25",",0","29.68",",,,0","18.82",",,,0"
"USC00409219","1996-07","36.39244","-89.03168","97.8","UNION CITY, TN US","504.2","0","200.7",",0","12",",0","10",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","9",",0","","","19960705",",,0","19960731","+,,0","19960731","+,,0","13","","19960731",",,0","19960702",",,0","12.8",",0,05,","0",",,0,31,+","0",",,0,31,+","121.7",",,0,31,","35.0",",0,02,","0.0","0","  27.2",",,,0,0,2","0.0",",0","  36.7",",,,0,0,2","  20.0",",,,0,0,2","  24.4",",,,0,0,2","  23.5",",,,0,0,2","  31.1",",,,0,0,2","260.5",",,,0","0",",,,0","24.81",",0","30.48",",,,0","19.14",",,,0"
"USC00409219","1996-08","36.39244","-89.03168","97.8","UNION CITY, TN US","698.1","0","193.9",",0","6",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","8",",0","4","","19960814","+,,0","19960831","+,,0","19960831","+,,0","6","","19960821",",,0","19960824","+,,0","15.0",",0,14,+","0",",,0,31,+","0",",,0,31,+","5.8",",,0,21,","33.3",",0,24,+","0.0","0","  26.7",",,,0,0,2","0.0",",0","  33.9",",,,0,0,2","  21.1",",,,0,0,2","  27.2",",,,0,0,2","  24.3",",,,0,0,2","  31.5",",,,0,0,2","14.4",",,,0","0",",,,0","24.59",",0","30.82",",,,0","18.35",",,,0"
"USC00409219","1996-09","36.39244","-89.03168","97.8","UNION CITY, TN US","771.5","0","73.4",",0","13",",0","9",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","0",",0","4","","19960930","+,,0","19960930","+,,0","19960930","+,,0","5","","19960921",",,0","19960909",",,0","6.7",",0,30,+","0",",,0,30,+","0",",,0,30,+","56.1",",,0,21,","31.7",",0,09,","23.2","0","  23.3",",,,0,0,2","23.2",",0","  28.9",",,,0,0,2","  15.0",",,,0,0,2","  20.0",",,,0,0,2","  19.3",",,,0,0,2","  25.0",",,,0,0,2","218.6",",,,0","0",",,,0","20.01",",0","26.35",",,,0","13.66",",,,0"
