"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LX01","LX01_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MX01","MX01_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00409219","1891-08","36.39244","-89.03168","97.8","UNION CITY, TN US","","","","","5",",6","5",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","18910818",",,6","","","","","","","","","21.8",",,6,18,","","","","","","","","","","","","","","","","","","","49.6",",,,6","","","","","","","",""
"USC00409219","1891-09","36.39244","-89.03168","97.8","UNION CITY, TN US","","","","","2",",6","2",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","18910903",",,6","","","","","","","","","7.4",",,6,03,","","","","","","","","","","","","","","","","","","","13.8",",,,6","","","","","","","",""
"USC00409219","1891-11","36.39244","-89.03168","97.8","UNION CITY, TN US","","","","","6",",6","5",",6","4",",6","","","","","","","","","","","","","","","","","","","","","","","","","18911116",",,6","","","","","","","","","68.6",",,6,16,","","","","","","","","","","","","","","","","","","","193.9",",,,6","","","","","","","",""
"USC00409219","1895-12","36.39244","-89.03168","97.8","UNION CITY, TN US","","","0.0",",6","16",",6","9",",6","1",",6","","","","","0",",6","19",",6","2",",6","0",",6","0",",6","","","18951206",",,6","","","","","","","18951201",",,6","18951223",",,6","-11.1",",6,06,","","","","","44.5",",,6,01,","20.0",",6,23,","","","","","414.9",",6","","","","","","","","","","","126.7",",,,6","","","4.95",",6","9.74",",,,6","0.16",",,,6"
"USC00409219","1896-01","36.39244","-89.03168","97.8","UNION CITY, TN US","0.0","6","0.0",",6","10",",6","6",",6","0",",6","","","0",",6","0",",6","17",",6","1",",6","0",",6","0",",6","2","","18960104",",,6","","","18960116","+,,6","","","18960131",",,6","18960131","+,,6","-12.8",",6,04,","","","0",",T,6,16,+","11.2",",,6,31,","16.7",",6,31,+","","","","","461.7",",6","","","","","","","","","","","48.7",",,,6","0",",T,,6","3.44",",6","7.55",",,,6","-0.68",",,,6"
"USC00409219","1896-02","36.39244","-89.03168","97.8","UNION CITY, TN US","0.0","6","0.0",",6","8",",6","6",",6","1",",6","","","1",",6","0",",6","14",",6","1",",6","2",",6","0",",6","","","18960221",",,6","","","18960208",",,6","","","18960213",",,6","18960227","+,,6","-10.6",",6,21,","","","51",",,6,08,","27.2",",,6,13,","21.1",",6,27,+","","","","","386.5",",6","","","","","","","","","","","58.4",",,,6","54",",,,6","5.01",",6","10.11",",,,6","-0.10",",,,6"
"USC00409219","1896-03","36.39244","-89.03168","97.8","UNION CITY, TN US","0.0","6","0.0","2,6","12",",6","11",",6","1",",6","","","1",",6","0","1,6","15","1,6","0","1,6","2","1,6","0","1,6","","","18960313",",1,6","","","18960319",",,6","","","18960331",",,6","18960331","+,1,6","-6.1","1,6,13,","","","51",",,6,19,","80.8",",,6,31,","21.7","1,6,31,+","","","","","337.4","1,6","","","","","","","","","","","179.1",",,,6","51",",,,6","6.83","2,6","11.62","1,,,6","2.03","1,,,6"
"USC00409219","1896-04","36.39244","-89.03168","97.8","UNION CITY, TN US","60.0","6","60.0","4,6","9",",6","7",",6","0",",6","","","","","0","3,6","1","3,6","0","4,6","19","4,6","0","4,6","","","18960403",",3,6","","","","","","","18960413",",,6","18960426","+,4,6","-0.6","3,6,03,","","","","","19.8",",,6,13,","30.0","4,6,26,+","","","","","57.0","4,6","","","","","","","","","","","70.0",",,,6","","","18.52","4,6","24.50","4,,,6","12.53","3,,,6"
"USC00409219","1896-05","36.39244","-89.03168","97.8","UNION CITY, TN US","207.2","6","147.2",",6","13",",6","10",",6","1",",6","","","","","0",",6","0",",6","0",",6","31",",6","8",",6","","","18960503",",,6","","","","","","","18960520",",,6","18960525","+,,6","10.6",",6,03,","","","","","61.0",",,6,20,","33.3",",6,25,+","","","","","0.0",",6","","","","","","","","","","","174.1",",,,6","","","23.08",",6","29.60",",,,6","16.56",",,,6"
"USC00409219","1896-06","36.39244","-89.03168","97.8","UNION CITY, TN US","386.2","6","179.0",",6","10",",6","5",",6","3",",6","","","","","0",",6","0",",6","0",",6","30",",6","12",",6","","","18960611",",,6","","","","","","","18960601",",,6","18960625","+,,6","12.8",",6,11,","","","","","76.7",",,6,01,","33.9",",6,25,+","","","","","0.0",",6","","","","","","","","","","","192.0",",,,6","","","24.30",",6","30.21",",,,6","18.39",",,,6"
"USC00409219","1896-07","36.39244","-89.03168","97.8","UNION CITY, TN US","642.0","6","255.8",",6","10",",6","9",",6","4",",6","","","","","0",",6","0",",6","0",",6","31",",6","20",",6","","","18960709",",,6","","","","","","","18960722",",,6","18960731","+,,6","13.9",",6,09,","","","","","42.7",",,6,22,","36.1",",6,31,+","0.0","6","","","0.0",",6","","","","","","","","","","","155.2",",,,6","","","26.58",",6","32.53",",,,6","20.64",",,,6"
"USC00409219","1896-08","36.39244","-89.03168","97.8","UNION CITY, TN US","868.8","6","226.8",",6","6",",6","4",",6","1",",6","","","","","0",",6","0",",6","0",",6","31",",6","18",",6","","","18960829","+,,6","","","","","","","18960823",",,6","18960815",",,6","11.7",",6,29,+","","","","","33.0",",,6,23,","36.7",",6,15,","0.0","6","","","0.0",",6","","","","","","","","","","","65.2",",,,6","","","25.65",",6","32.01",",,,6","19.29",",,,6"
"USC00409219","1896-09","36.39244","-89.03168","97.8","UNION CITY, TN US","976.9","6","108.1",",6","8",",6","6",",6","0",",6","","","","","0",",6","0",",6","0",",6","25",",6","11",",6","","","18960924",",,6","","","","","","","18960927",",,6","18960917",",,6","3.3",",6,24,","","","","","24.6",",,6,27,","35.0",",6,17,","38.6","6","","","38.6",",6","","","","","","","","","","","84.0",",,,6","","","20.65",",6","27.18",",,,6","14.11",",,,6"
"USC00409219","1896-10","36.39244","-89.03168","97.8","UNION CITY, TN US","981.9","6","5.0",",6","6",",6","3",",6","0",",6","","","","","0",",6","1",",6","0",",6","20",",6","0",",6","","","18961018",",,6","","","","","","","18961023",",,6","18961001",",,6","-1.1",",6,18,","","","","","24.6",",,6,23,","27.2",",6,01,","172.7","6","","","134.1",",6","","","","","","","","","","","48.6",",,,6","","","14.17",",6","21.16",",,,6","7.18",",,,6"
"USC00409219","1896-11","36.39244","-89.03168","97.8","UNION CITY, TN US","983.0","6","1.1","2,6","12",",6","8",",6","1",",6","","","","","0","1,6","8","1,6","3","1,6","12","1,6","0","1,6","","","18961130",",1,6","","","","","","","18961127",",,6","18961119","+,1,6","-8.9","1,6,30,","","","","","55.9",",,6,27,","24.4","1,6,19,+","402.1","6","","","229.4","1,6","","","","","","","","","","","144.2",",,,6","","","10.07","2,6","15.68","1,,,6","4.45","1,,,6"
"USC00409219","1896-12","36.39244","-89.03168","97.8","UNION CITY, TN US","983.0","6","0.0",",6","3",",6","1",",6","1",",6","","","0",",6","0",",6","18",",6","0",",6","0",",6","0",",6","","","18961201",",,6","","","18961215",",,6","","","18961208",",,6","18961213",",,6","-8.3",",6,01,","","","0",",T,6,15,","27.4",",,6,08,","20.0",",6,13,","803.0","6","","","400.9",",6","","","","","","","","","","","31.5",",,,6","0",",T,,6","5.40",",6","10.66",",,,6","0.14",",,,6"
"USC00409219","1897-01","36.39244","-89.03168","97.8","UNION CITY, TN US","0.0","6","0.0",",6","9",",6","7",",6","2",",6","","","1",",6","0",",6","21",",6","6",",6","0",",6","0",",6","","","18970128",",,6","","","18970127",",,6","","","18970103",",,6","18970102",",,6","-17.2",",6,28,","","","25",",,6,27,","40.1",",,6,03,","19.4",",6,02,","1315.0","6","","","512.0",",6","","","","","","","","","","","131.0",",,,6","28",",,,6","1.82",",6","6.55",",,,6","-2.91",",,,6"
"USC00409219","1897-02","36.39244","-89.03168","97.8","UNION CITY, TN US","0.6","6","0.6",",6","11",",6","7",",6","1",",6","","","0",",6","0",",6","12",",6","2",",6","3",",6","0",",6","","","18970227",",,6","","","18970226","+,,6","","","18970222",",,6","18970221",",,6","-11.1",",6,27,","","","0",",T,6,26,+","38.1",",,6,22,","23.9",",6,21,","1661.3","6","","","346.3",",6","","","","","","","","","","","129.4",",,,6","0",",T,,6","5.99",",6","10.72",",,,6","1.25",",,,6"
"USC00409219","1897-03","36.39244","-89.03168","97.8","UNION CITY, TN US","5.6","6","5.0",",6","19",",6","15",",6","1",",6","","","0",",6","0",",6","5",",6","0",",6","6",",6","0",",6","","","18970313","+,,6","","","18970325",",,6","","","18970331",",,6","18970322","+,,6","-1.1",",6,13,+","","","8",",,6,25,","38.1",",,6,31,","26.1",",6,22,+","1881.9","6","","","220.6",",6","","","","","","","","","","","234.8",",,,6","8",",,,6","11.38",",6","16.68",",,,6","6.08",",,,6"
"USC00409219","1897-04","36.39244","-89.03168","97.8","UNION CITY, TN US","19.6","6","14.0",",6","13",",6","12",",6","1",",6","","","","","0",",6","0",",6","0",",6","14",",6","0",",6","","","18970410",",,6","","","","","","","18970408",",,6","18970424",",,6","1.1",",6,10,","","","","","30.5",",,6,08,","28.3",",6,24,","1994.6","6","","","112.7",",6","","","","","","","","","","","154.3",",,,6","","","15.04",",6","20.65",",,,6","9.43",",,,6"
"USC00409219","1897-05","36.39244","-89.03168","97.8","UNION CITY, TN US","63.4","6","43.8",",6","8",",6","5",",6","0",",6","","","","","0",",6","0",",6","0",",6","27",",6","0",",6","","","18970502",",,6","","","","","","","18970529",",,6","18970527",",,6","3.9",",6,02,","","","","","14.2",",,6,29,","31.7",",6,27,","2039.9","6","","","45.3",",6","","","","","","","","","","","40.2",",,,6","","","18.28",",6","25.28",",,,6","11.29",",,,6"
"USC00409219","1897-06","36.39244","-89.03168","97.8","UNION CITY, TN US","257.1","6","193.7",",6","12",",6","7",",6","1",",6","","","","","0",",6","0",",6","0",",6","30",",6","17",",6","","","18970609","+,,6","","","","","","","18970622",",,6","18970615",",,6","9.4",",6,09,+","","","","","50.8",",,6,22,","37.8",",6,15,","2040.0","6","","","0.1",",6","","","","","","","","","","","105.8",",,,6","","","24.79",",6","31.93",",,,6","17.65",",,,6"
"USC00409219","1897-07","36.39244","-89.03168","97.8","UNION CITY, TN US","523.1","6","266.0",",6","8",",6","3",",6","1",",6","","","","","0",",6","0",",6","0",",6","31",",6","18",",6","","","18970714",",,6","","","","","","","18970715",",,6","18970709","+,,6","12.2",",6,14,","","","","","35.6",",,6,15,","37.8",",6,09,+","0.0","6","","","0.0",",6","","","","","","","","","","","56.8",",,,6","","","26.91",",6","33.31",",,,6","20.52",",,,6"
"USC00409219","1897-08","36.39244","-89.03168","97.8","UNION CITY, TN US","730.2","6","207.1",",6","6",",6","4",",6","0",",6","","","","","0",",6","0",",6","0",",6","31",",6","13",",6","","","18970820","+,,6","","","","","","","18970830",",,6","18970804",",,6","12.8",",6,20,+","","","","","5.1",",,6,30,","37.8",",6,04,","0.0","6","","","0.0",",6","","","","","","","","","","","18.8",",,,6","","","25.01",",6","32.10",",,,6","17.93",",,,6"
"USC00409219","1897-09","36.39244","-89.03168","97.8","UNION CITY, TN US","","","","","0",",6","0",",6","0",",6","","","","","","","","","0",",6","30",",6","19",",6","","","","","","","","","","","18970925",",,6","18970910",",,6","","","","","","","0.0",",T,6,25,","36.7",",6,10,","","","","","","","","","","","","","","","","","0.0",",T,,6","","","","","32.00",",,,6","",""
"USC00409219","1897-10","36.39244","-89.03168","97.8","UNION CITY, TN US","","","40.4",",6","","","","","","","","","","","0",",6","0",",6","0",",6","28",",6","3",",6","","","18971030",",,6","","","","","","","","","18971003",",,6","1.1",",6,30,","","","","","","","33.3",",6,03,","","","","","58.6",",6","","","","","","","","","","","","","","","17.74",",6","26.47",",,,6","9.01",",,,6"
"USC00409219","1897-11","36.39244","-89.03168","97.8","UNION CITY, TN US","","","0.3",",6","6",",6","3",",6","3",",6","","","","","0",",6","8",",6","0",",6","6",",6","0",",6","","","18971130",",,6","","","","","","","18971101",",,6","18971122",",,6","-6.1",",6,30,","","","","","50.8",",,6,01,","26.1",",6,22,","","","","","250.5",",6","","","","","","","","","","","105.9",",,,6","","","9.99",",6","15.34",",,,6","4.65",",,,6"
"USC00409219","1897-12","36.39244","-89.03168","97.8","UNION CITY, TN US","","","0.0",",6","9",",6","6",",6","1",",6","","","1",",6","0",",6","22",",6","2",",6","0",",6","0",",6","","","18971224","+,,6","","","18971221",",,6","","","18971220",",,6","18971209",",,6","-6.7",",6,24,+","","","71",",,6,21,","27.9",",,6,20,","19.4",",6,09,","","","","","451.2",",6","","","","","","","","","","","96.0",",,,6","84",",,,6","3.78",",6","7.76",",,,6","-0.20",",,,6"
"USC00409219","1898-01","36.39244","-89.03168","97.8","UNION CITY, TN US","0.0","6","0.0",",6","10",",6","10",",6","6",",6","","","0",",6","0",",6","11",",6","1",",6","0",",6","0",",6","","","18980102",",,6","","","18980130","+,,6","","","18980122",",,6","18980112","+,,6","-11.1",",6,02,","","","0",",T,6,30,+","55.9",",,6,22,","20.0",",6,12,+","","","","","372.2",",6","","","","","","","","","","","306.6",",,,6","0",",T,,6","6.33",",6","10.86",",,,6","1.80",",,,6"
"USC00409219","1898-03","36.39244","-89.03168","97.8","UNION CITY, TN US","","","9.2",",6","6",",6","6",",6","4",",6","","","","","0",",6","8",",6","0",",6","9",",6","0",",6","","","18980303",",,6","","","","","","","18980315",",,6","18980316",",,6","-2.8",",6,03,","","","","","40.6",",,6,15,","25.6",",6,16,","","","","","210.9",",6","","","","","","","","","","","171.5",",,,6","","","11.83",",6","17.14",",,,6","6.52",",,,6"
"USC00409219","1898-04","36.39244","-89.03168","97.8","UNION CITY, TN US","","","4.7",",6","4",",6","4",",6","2",",6","","","","","0",",6","2",",6","0",",6","9",",6","0",",6","","","18980407",",,6","","","","","","","18980418","+,,6","18980430",",,6","-3.3",",6,07,","","","","","43.2",",,6,18,+","27.8",",6,30,","","","","","169.7",",6","","","","","","","","","","","119.4",",,,6","","","12.83",",6","18.50",",,,6","7.17",",,,6"
"USC00409219","1898-05","36.39244","-89.03168","97.8","UNION CITY, TN US","","","101.2",",6","5",",6","5",",6","1",",6","","","","","0",",6","0",",6","0",",6","29",",6","0",",6","","","18980507","+,,6","","","","","","","18980522",",,6","18980528",",,6","6.1",",6,07,+","","","","","47.0",",,6,22,","31.7",",6,28,","","","","","16.3",",6","","","","","","","","","","","107.5",",,,6","","","21.07",",6","26.83",",,,6","15.31",",,,6"
"USC00409219","1898-06","36.39244","-89.03168","97.8","UNION CITY, TN US","","","230.9",",6","5",",6","5",",6","2",",6","","","","","0",",6","0",",6","0",",6","30",",6","14",",6","","","18980601",",,6","","","","","","","18980611",",,6","18980603",",,6","16.1",",6,01,","","","","","31.8",",,6,11,","35.0",",6,03,","","","","","0.0",",6","","","","","","","","","","","78.9",",,,6","","","26.03",",6","31.80",",,,6","20.25",",,,6"
"USC00409219","1898-07","36.39244","-89.03168","97.8","UNION CITY, TN US","","","226.6",",6","5",",6","5",",6","3",",6","","","","","0",",6","0",",6","0",",6","31",",6","11",",6","","","18980711",",,6","","","","","","","18980729",",,6","18980702",",,6","13.9",",6,11,","","","","","52.1",",,6,29,","35.6",",6,02,","0.0","6","","","0.0",",6","","","","","","","","","","","156.3",",,,6","","","25.64",",6","30.77",",,,6","20.52",",,,6"
"USC00409219","1898-08","36.39244","-89.03168","97.8","UNION CITY, TN US","","","217.1",",6","2",",6","2",",6","1",",6","","","","","0",",6","0",",6","0",",6","31",",6","10",",6","","","18980805",",,6","","","","","","","18980808",",,6","18980824","+,,6","15.6",",6,05,","","","","","71.1",",,6,08,","33.9",",6,24,+","0.0","6","","","0.0",",6","","","","","","","","","","","76.2",",,,6","","","25.34",",6","30.68",",,,6","19.99",",,,6"
"USC00409219","1898-09","36.39244","-89.03168","97.8","UNION CITY, TN US","","","164.5",",6","3",",6","3",",6","2",",6","","","","","0",",6","0",",6","0",",6","30",",6","6",",6","","","18980908",",,6","","","","","","","18980930",",,6","18980904","+,,6","9.4",",6,08,","","","","","88.9",",,6,30,","33.9",",6,04,+","1.4","6","","","1.4",",6","","","","","","","","","","","127.0",",,,6","","","23.77",",6","29.26",",,,6","18.28",",,,6"
"USC00409219","1898-10","36.39244","-89.03168","97.8","UNION CITY, TN US","","","55.3",",6","2",",6","2",",6","2",",6","","","","","0",",6","3",",6","0",",6","12",",6","0",",6","","","18981027",",,6","","","","","","","18981020",",,6","18981007",",,6","-1.7",",6,27,","","","","","48.3",",,6,20,","30.6",",6,07,","175.5","6","","","174.1",",6","","","","","","","","","","","92.8",",,,6","","","14.50",",6","19.37",",,,6","9.63",",,,6"
"USC00409219","1898-11","36.39244","-89.03168","97.8","UNION CITY, TN US","","","0.0",",6","2",",6","2",",6","2",",6","","","","","0",",6","8",",6","0",",6","4",",6","0",",6","","","18981127",",,6","","","","","","","18981109",",,6","18981121","+,,6","-8.9",",6,27,","","","","","40.6",",,6,09,","21.1",",6,21,+","493.9","6","","","318.4",",6","","","","","","","","","","","66.0",",,,6","","","7.72",",6","12.69",",,,6","2.75",",,,6"
"USC00409219","1898-12","36.39244","-89.03168","97.8","UNION CITY, TN US","","","0.0","1,6","4",",6","4",",6","1",",6","","","2",",6","1",",6","24",",6","5","1,6","0","1,6","0","1,6","","","18981214",",,6","","","18981212",",,6","","","18981218",",,6","18981230",",1,6","-18.9",",6,14,","","","102",",,6,12,","30.5",",,6,18,","15.0","1,6,30,","976.1","6","","","482.2","1,6","","","","","","","","","","","62.3",",,,6","153",",,,6","2.18","1,6","6.77","1,,,6","-2.42",",,,6"
"USC00409219","1899-01","36.39244","-89.03168","97.8","UNION CITY, TN US","0.0","6","0.0","2,6","7",",6","7",",6","4",",6","","","3",",6","0","1,6","17","1,6","4","1,6","0","1,6","0","1,6","","","18990131",",1,6","","","18990131",",,6","","","18990113",",,6","18990123","+,1,6","-17.2","1,6,31,","","","178",",,6,31,","76.2",",,6,13,","15.6","1,6,23,+","1434.9","6","","","458.8","1,6","","","","","","","","","","","222.3",",,,6","406",",,,6","2.36","2,6","6.91","1,,,6","-2.19","1,,,6"
"USC00409219","1899-02","36.39244","-89.03168","97.8","UNION CITY, TN US","0.0","6","0.0",",6","6",",6","6",",6","0",",6","","","4",",6","6",",6","23",",6","10",",6","0",",6","0",",6","","","18990213",",,6","","","18990211","+,,6","","","18990226",",,6","18990228",",,6","-26.7",",6,13,","","","127",",,6,11,+","15.2",",,6,26,","16.7",",6,28,","2033.8","6","","","598.9",",6","","","","","","","","","","","68.6",",,,6","407",",,,6","-3.06",",6","1.89",",,,6","-8.01",",,,6"
"USC00409219","1899-03","36.39244","-89.03168","97.8","UNION CITY, TN US","0.0","6","0.0","2,6","6",",6","6",",6","1",",6","","","","","0","1,6","8","1,6","2","1,6","2","1,6","0","1,6","","","18990307",",1,6","","","","","","","18990318",",,6","18990303",",1,6","-13.3","1,6,07,","","","","","25.4",",,6,18,","23.3","1,6,03,","2337.3","6","","","303.5","1,6","","","","","","","","","","","81.3",",,,6","","","7.76","2,6","12.97","1,,,6","2.54","1,,,6"
"USC00409219","1899-04","36.39244","-89.03168","97.8","UNION CITY, TN US","34.1","6","34.1",",6","5",",6","5",",6","0",",6","","","0",",6","0",",6","3",",6","0",",6","14",",6","0",",6","","","18990401",",,6","","","18990413","+,,6","","","18990406",",,6","18990427",",,6","-2.8",",6,01,","","","0",",T,6,13,+","17.8",",,6,06,","30.6",",6,27,","2490.3","6","","","153.0",",6","","","","","","","","","","","39.3",",,,6","0",",T,,6","14.37",",6","19.34",",,,6","9.40",",,,6"
"USC00409219","1899-05","36.39244","-89.03168","97.8","UNION CITY, TN US","142.7","6","108.6",",6","7",",6","7",",6","1",",6","","","","","0",",6","0",",6","0",",6","31",",6","0",",6","","","18990525",",,6","","","","","","","18990512",",,6","18990515",",,6","11.7",",6,25,","","","","","35.6",",,6,12,","31.7",",6,15,","2493.1","6","","","2.8",",6","","","","","","","","","","","71.1",",,,6","","","21.74",",6","26.30",",,,6","17.18",",,,6"
"USC00409219","1899-06","36.39244","-89.03168","97.8","UNION CITY, TN US","343.3","6","200.6",",6","2",",6","2",",6","0",",6","","","","","0",",6","0",",6","0",",6","30",",6","12",",6","","","18990617",",,6","","","","","","","18990627","+,,6","18990622","+,,6","11.1",",6,17,","","","","","2.5",",,6,27,+","34.4",",6,22,+","2493.1","6","","","0.0",",6","","","","","","","","","","","5.0",",,,6","","","25.02",",6","30.35",",,,6","19.69",",,,6"
"USC00409219","1899-07","36.39244","-89.03168","97.8","UNION CITY, TN US","573.6","6","230.3",",6","5",",6","5",",6","1",",6","","","","","0",",6","0",",6","0",",6","31",",6","15",",6","","","18990710",",,6","","","","","","","18990722",",,6","18990716",",,6","12.8",",6,10,","","","","","40.6",",,6,22,","36.1",",6,16,","0.0","6","","","0.0",",6","","","","","","","","","","","68.6",",,,6","","","25.76",",6","31.32",",,,6","20.21",",,,6"
"USC00409219","1899-08","36.39244","-89.03168","97.8","UNION CITY, TN US","850.4","6","276.8",",6","","","","","","","","","","","0",",6","0",",6","0",",6","31",",6","22",",6","","","18990824",",,6","","","","","","","","","18990812","+,,6","16.1",",6,24,","","","","","","","35.6",",6,12,+","0.0","6","","","0.0",",6","","","","","","","","","","","","","","","27.26",",6","33.06",",,,6","21.46",",,,6"
"USC00409219","1899-09","36.39244","-89.03168","97.8","UNION CITY, TN US","971.6","6","121.2",",6","1",",6","1",",6","1",",6","","","","","0",",6","0",",6","0",",6","25",",6","8",",6","","","18990930",",,6","","","","","","","18990918",",,6","18990906","+,,6","0.6",",6,30,","","","","","25.4",",,6,18,","37.2",",6,06,+","45.0","6","","","45.0",",6","","","","","","","","","","","25.4",",,,6","","","20.87",",6","27.23",",,,6","14.51",",,,6"
"USC00409219","1899-10","36.39244","-89.03168","97.8","UNION CITY, TN US","1012.5","6","40.9",",6","","","","","","","","","0","3,6","0",",6","0",",6","0",",6","26",",6","0",",6","","","18991030",",,6","","","18991028",",3,6","","","","","18991015",",,6","2.8",",6,30,","","","8","3,,6,28,","","","31.1",",6,15,","105.6","6","","","60.6",",6","","","","","","","","","","","","","8","3,,,6","17.70",",6","23.35",",,,6","12.04",",,,6"
"USC00409219","1899-11","36.39244","-89.03168","97.8","UNION CITY, TN US","1015.3","6","2.8",",6","3",",6","3",",6","0",",6","","","0",",6","0",",6","3",",6","0",",6","8",",6","0",",6","","","18991105","+,,6","","","18991102",",,6","","","18991123",",,6","18991118",",,6","-4.4",",6,05,+","","","0",",T,6,02,","7.6",",,6,23,","24.4",",6,18,","301.4","6","","","195.8",",6","","","","","","","","","","","17.8",",,,6","0",",T,,6","11.90",",6","16.65",",,,6","7.15",",,,6"
"USC00409219","1899-12","36.39244","-89.03168","97.8","UNION CITY, TN US","1015.3","6","0.0",",6","7",",6","7",",6","2",",6","","","1",",6","0",",6","22",",6","2",",6","0",",6","0",",6","","","18991231","+,,6","","","18991225",",,6","","","18991219","+,,6","18991202",",,6","-11.1",",6,31,+","","","51",",,6,25,","25.4",",,6,19,+","18.9",",6,02,","762.2","6","","","460.8",",6","","","","","","","","","","","110.5",",,,6","51",",,,6","3.47",",6","8.86",",,,6","-1.93",",,,6"
"USC00409219","1900-01","36.39244","-89.03168","97.8","UNION CITY, TN US","0.0","6","0.0",",6","5",",6","5",",6","0",",6","","","0",",6","0",",6","11",",6","4",",6","0",",6","0",",6","","","19000129",",,6","","","19000128",",,6","","","19000110",",,6","19000117",",,6","-12.8",",6,29,","","","0",",T,6,28,","21.6",",,6,10,","18.3",",6,17,","1192.2","6","","","430.0",",6","","","","","","","","","","","50.8",",,,6","0",",T,,6","4.46",",6","8.89",",,,6","0.04",",,,6"
"USC00409219","1900-02","36.39244","-89.03168","97.8","UNION CITY, TN US","0.0","6","0.0",",6","11",",6","10",",6","1",",6","","","1",",6","1",",6","20",",6","3",",6","0",",6","0",",6","","","19000217",",,6","","","19000224",",,6","","","19000208",",,6","19000207",",,6","-18.3",",6,17,","","","51",",,6,24,","25.4",",,6,08,","16.7",",6,07,","1653.3","6","","","461.1",",6","","","","","","","","","","","110.9",",,,6","66",",,,6","1.87",",6","7.46",",,,6","-3.73",",,,6"
"USC00409219","1900-03","36.39244","-89.03168","97.8","UNION CITY, TN US","0.0","6","0.0",",6","6",",6","5",",6","0",",6","","","0",",6","0",",6","10",",6","0",",6","3",",6","0",",6","","","19000317",",,6","","","19000315",",,6","","","19000325",",,6","19000328",",,6","-9.4",",6,17,","","","10",",,6,15,","19.1",",,6,25,","22.2",",6,28,","1971.0","6","","","317.7",",6","","","","","","","","","","","46.8",",,,6","10",",,,6","8.09",",6","13.48",",,,6","2.69",",,,6"
"USC00409219","1900-04","36.39244","-89.03168","97.8","UNION CITY, TN US","20.8","6","20.8",",6","5",",6","5",",6","0",",6","","","","","0",",6","2",",6","0",",6","15",",6","0",",6","","","19000412",",,6","","","","","","","19000410",",,6","19000427",",,6","-0.6",",6,12,","","","","","15.2",",,6,10,","28.3",",6,27,","2093.4","6","","","122.4",",6","","","","","","","","","","","48.3",",,,6","","","14.95",",6","20.14",",,,6","9.76",",,,6"
"USC00409219","1900-05","36.39244","-89.03168","97.8","UNION CITY, TN US","111.0","6","90.2",",6","4",",6","4",",6","0",",6","","","","","0",",6","0",",6","0",",6","28",",6","0",",6","","","19000510",",,6","","","","","","","19000530",",,6","19000528","+,,6","5.6",",6,10,","","","","","10.2",",,6,30,","31.7",",6,28,+","2111.6","6","","","18.2",",6","","","","","","","","","","","19.0",",,,6","","","20.65",",6","26.49",",,,6","14.81",",,,6"
"USC00409219","1900-06","36.39244","-89.03168","97.8","UNION CITY, TN US","262.5","6","151.5",",6","14",",6","14",",6","2",",6","","","","","0",",6","0",",6","0",",6","30",",6","1",",6","","","19000605",",,6","","","","","","","19000624","+,,6","19000612",",,6","16.7",",6,05,","","","","","25.4",",,6,24,+","32.2",",6,12,","2111.6","6","","","0.0",",6","","","","","","","","","","","142.3",",,,6","","","23.38",",6","27.32",",,,6","19.45",",,,6"
"USC00409219","1900-07","36.39244","-89.03168","97.8","UNION CITY, TN US","491.3","6","228.8",",6","9",",6","6",",6","0",",6","","","","","0",",6","0",",6","0",",6","31",",6","10",",6","","","19000708",",,6","","","","","","","19000725",",,6","19000716","+,,6","16.1",",6,08,","","","","","17.8",",,6,25,","33.3",",6,16,+","0.0","6","","","0.0",",6","","","","","","","","","","","52.1",",,,6","","","25.71",",6","30.16",",,,6","21.27",",,,6"
